axis,site,scale,spectral_centroid_mean_hz_delta_mean,spectral_centroid_mean_hz_delta_median,spectral_centroid_mean_hz_abs_delta_mean,spectral_centroid_mean_hz_n,spectral_centroid_mean_hz_gap_fraction_mean,spectral_centroid_mean_hz_abs_gap_fraction_mean,rms_dbfs_delta_mean,rms_dbfs_delta_median,rms_dbfs_abs_delta_mean,rms_dbfs_n,rms_dbfs_gap_fraction_mean,rms_dbfs_abs_gap_fraction_mean,high_to_low_db_delta_mean,high_to_low_db_delta_median,high_to_low_db_abs_delta_mean,high_to_low_db_n,high_to_low_db_gap_fraction_mean,high_to_low_db_abs_gap_fraction_mean,crest_factor_db_delta_mean,crest_factor_db_delta_median,crest_factor_db_abs_delta_mean,crest_factor_db_n,crest_factor_db_gap_fraction_mean,crest_factor_db_abs_gap_fraction_mean,spectral_flatness_mean_delta_mean,spectral_flatness_mean_delta_median,spectral_flatness_mean_abs_delta_mean,spectral_flatness_mean_n,spectral_flatness_mean_gap_fraction_mean,spectral_flatness_mean_abs_gap_fraction_mean,onset_strength_max_delta_mean,onset_strength_max_delta_median,onset_strength_max_abs_delta_mean,onset_strength_max_n,onset_strength_max_gap_fraction_mean,onset_strength_max_abs_gap_fraction_mean
brightness,transformer.transformer_blocks.3,0.5,-4.233154296875,-4.233154296875,4.233154296875,1,-0.05137761204035923,0.05137761204035923,0.175236388423464,0.175236388423464,0.175236388423464,1,0.0385456007671673,0.0385456007671673,0.4988100678106022,0.4988100678106022,0.4988100678106022,1,0.12957702814914085,0.12957702814914085,0.029346623758215173,0.029346623758215173,0.029346623758215173,1,0.018318422472684573,0.018318422472684573,-3.439599822741002e-07,-3.439599822741002e-07,3.439599822741002e-07,1,-0.012810030701015438,0.012810030701015438,0.02399420738220215,0.02399420738220215,0.02399420738220215,1,0.04670899401894764,0.04670899401894764
loudness,transformer.transformer_blocks.3,0.5,0.58056640625,0.58056640625,0.58056640625,1,0.007046309558335213,0.007046309558335213,-0.26644583696540636,-0.26644583696540636,0.26644583696540636,1,-0.05860834584723223,0.05860834584723223,-0.6835963415615574,-0.6835963415615574,0.6835963415615574,1,-0.17757937962632456,0.17757937962632456,-0.03555514897213463,-0.03555514897213463,0.03555514897213463,1,-0.02219383890007015,0.02219383890007015,1.593980414327234e-07,1.593980414327234e-07,1.593980414327234e-07,1,0.005936428391857928,0.005936428391857928,-0.012421011924743652,-0.012421011924743652,0.012421011924743652,1,-0.024179709813314167,0.024179709813314167
