status,pair_id,job_id,axis,factor_metric,site,stack,block,scale,audio_suffix_tokens,spectral_centroid_mean_hz,rms_dbfs,high_to_low_db,crest_factor_db,spectral_flatness_mean,onset_strength_max
ok,corpus-199,corpus-199-single-sample-000-seed-30199,brightness,spectral_centroid_mean_hz,transformer.transformer_blocks.3,dual,3,0.0,,2941.719482421875,-22.189925233073392,-11.586607816016386,10.858905875347425,8.050050382735208e-05,3.166949510574341
ok,corpus-199,corpus-199-single-sample-000-seed-30199,brightness,spectral_centroid_mean_hz,transformer.transformer_blocks.3,dual,3,0.5,,2994.8115234375,-22.45496691284384,-11.241641508300994,10.841233053508166,8.31902798381634e-05,3.2119131088256836
ok,corpus-199,corpus-199-single-sample-000-seed-30199,brightness,spectral_centroid_mean_hz,transformer.transformer_blocks.3,dual,3,1.0,,3047.982421875,-22.732621008166838,-10.888257038289614,10.863583230458469,8.621504821348935e-05,3.2579846382141113
ok,corpus-199,corpus-199-single-sample-000-seed-30199,brightness,spectral_centroid_mean_hz,transformer.transformer_blocks.3,dual,3,2.0,,3160.7822265625,-23.31447424820145,-10.127230740562664,11.070787116025386,9.289016452385113e-05,3.357083797454834
ok,corpus-199,corpus-199-single-sample-000-seed-30199,brightness,spectral_centroid_mean_hz,transformer.transformer_blocks.3,dual,3,4.0,,3382.80029296875,-24.586401804286226,-8.4992815031652,11.80132243322195,0.00010888822725974023,3.556122064590454
ok,corpus-249,corpus-249-single-sample-000-seed-30249,brightness,spectral_centroid_mean_hz,transformer.transformer_blocks.3,dual,3,0.0,,2760.216796875,-40.3584772363064,-0.7144126124631672,13.030262264048364,0.00020916333596687764,4.399779319763184
ok,corpus-249,corpus-249-single-sample-000-seed-30249,brightness,spectral_centroid_mean_hz,transformer.transformer_blocks.3,dual,3,0.5,,2754.68408203125,-39.63202632710979,-0.3816260813242444,13.257824115765402,0.00019525115203578025,4.582542419433594
ok,corpus-249,corpus-249-single-sample-000-seed-30249,brightness,spectral_centroid_mean_hz,transformer.transformer_blocks.3,dual,3,1.0,,2753.5322265625,-39.310851746963365,-0.40398185205160286,13.263557221135908,0.00019206835713703185,4.646132469177246
ok,corpus-249,corpus-249-single-sample-000-seed-30249,brightness,spectral_centroid_mean_hz,transformer.transformer_blocks.3,dual,3,2.0,,2717.469970703125,-38.39777052766972,-0.2544867000860665,13.72005180075119,0.00016602383402641863,4.796262264251709
ok,corpus-249,corpus-249-single-sample-000-seed-30249,brightness,spectral_centroid_mean_hz,transformer.transformer_blocks.3,dual,3,4.0,,2685.831298828125,-36.46831266716299,0.8463382857431124,13.62981812381526,0.00013122650852892548,4.871301651000977
