site,onset_strength_max_toward_source_mean,onset_strength_max_toward_source_median,onset_strength_max_frac_moved_toward,onset_strength_max_n,spectral_centroid_mean_hz_toward_source_mean,spectral_centroid_mean_hz_toward_source_median,spectral_centroid_mean_hz_frac_moved_toward,spectral_centroid_mean_hz_n,decay_time_to_minus_20db_ms_toward_source_mean,decay_time_to_minus_20db_ms_toward_source_median,decay_time_to_minus_20db_ms_frac_moved_toward,decay_time_to_minus_20db_ms_n,high_to_low_db_toward_source_mean,high_to_low_db_toward_source_median,high_to_low_db_frac_moved_toward,high_to_low_db_n,tail_energy_fraction_500ms_toward_source_mean,tail_energy_fraction_500ms_toward_source_median,tail_energy_fraction_500ms_frac_moved_toward,tail_energy_fraction_500ms_n,direct_to_late_db_toward_source_mean,direct_to_late_db_toward_source_median,direct_to_late_db_frac_moved_toward,direct_to_late_db_n,reverb_proxy_score_toward_source_mean,reverb_proxy_score_toward_source_median,reverb_proxy_score_frac_moved_toward,reverb_proxy_score_n,late_energy_fraction_300ms_toward_source_mean,late_energy_fraction_300ms_toward_source_median,late_energy_fraction_300ms_frac_moved_toward,late_energy_fraction_300ms_n,late_energy_fraction_700ms_toward_source_mean,late_energy_fraction_700ms_toward_source_median,late_energy_fraction_700ms_frac_moved_toward,late_energy_fraction_700ms_n
transformer.single_transformer_blocks.3,0.9282646129401378,0.7897102817217545,0.975,40,7.910915663957847,0.7729974680258336,0.95,40,0.6593966297602808,0.9249999999999998,0.8421052631578947,38,0.6503458505304578,0.7722090448566227,0.875,40,0.8755892049208999,0.9782317787981614,0.95,40,-1.0677455489442687,0.8178696101412468,0.875,40,0.929588248568337,0.9774232412036176,0.95,40,0.8384033121028474,0.987162803565109,0.925,40,0.9194170952126564,0.9651124661661576,0.95,40
transformer.single_transformer_blocks.6,0.9486563651377702,0.840245856244052,0.975,40,8.458248946591706,0.7689177339286335,0.975,40,0.8947220198308194,0.9794275491949911,0.9210526315789473,38,0.7180500626844895,0.7857313798464152,0.875,40,0.6887396469854876,0.9927682305551029,0.925,40,-1.1888432223855907,0.8960422339356353,0.825,40,0.7731569255130966,1.0046060420928613,0.925,40,0.64681321199563,1.0000186725943063,0.875,40,0.6485577614466079,0.9817071067396377,0.925,40
transformer.single_transformer_blocks.7,1.0004777441114003,0.9241573853472063,0.975,40,5.327261265908595,0.7978202634433287,0.975,40,0.7920051833639424,0.9811553907939451,0.8947368421052632,38,0.8998225255846968,0.8616980288693754,0.95,40,0.8787593254509514,0.9968955468502352,0.95,40,-1.8926923884422997,0.9162496571957528,0.875,40,0.9630017505232006,1.0094881991791596,0.95,40,0.8757387568375556,0.9993387278778367,0.9,40,0.8892818590640552,0.9927322055924008,0.95,40
transformer.single_transformer_blocks.8,0.9906148607283269,0.9223346953309886,1.0,40,8.181784619562128,0.8644294650570779,0.975,40,0.9002057466913531,0.9889368037373583,0.8947368421052632,38,0.8978554249690461,0.8858327879029162,0.925,40,0.848295925233311,0.9925962805147474,0.95,40,-1.1131414991506081,0.9736308904120582,0.925,40,0.9359916526226375,1.0072544505673657,0.95,40,0.8737495197060691,0.9977605498489833,0.925,40,0.8403523736048026,0.9874043439902702,0.925,40
transformer.single_transformer_blocks.9,1.106574746335006,0.9552729385618238,1.0,40,7.970883037860003,0.883369479349635,0.975,40,0.7596840829013867,0.9936766935290832,0.868421052631579,38,0.9025093268589697,0.9091517292418464,0.925,40,0.8678540968713498,0.9998860733039017,0.95,40,-1.2065160820808813,0.9733764911540641,0.9,40,0.9592828147071888,1.0100107912944405,0.95,40,0.8988324685065029,1.0012129055820433,0.925,40,0.8766562809037477,0.9937094064271244,0.925,40
transformer.transformer_blocks.3,0.7383107366810706,0.7805748524336409,0.9,40,2.1281160935945556,0.6691952993078991,0.85,40,0.6546298688320196,0.6897590361445783,0.868421052631579,38,0.7260458027213301,0.760419545270666,0.875,40,0.7685437319110413,0.8469920023925095,0.925,40,-0.9881195044361973,0.7587007915435114,0.825,40,0.8563404610477632,0.8534149892969995,0.925,40,0.48120012417418573,0.8569072873617356,0.875,40,0.8045077030688091,0.8625087630472542,0.925,40
