pair_id,spectral_centroid_mean_hz_positive,spectral_centroid_mean_hz_negative,spectral_centroid_mean_hz_difference,spectral_centroid_mean_hz_expected_direction,spectral_centroid_median_hz_positive,spectral_centroid_median_hz_negative,spectral_centroid_median_hz_difference,spectral_centroid_median_hz_expected_direction,rolloff_85_mean_hz_positive,rolloff_85_mean_hz_negative,rolloff_85_mean_hz_difference,rolloff_85_mean_hz_expected_direction,rolloff_95_mean_hz_positive,rolloff_95_mean_hz_negative,rolloff_95_mean_hz_difference,rolloff_95_mean_hz_expected_direction,high_to_low_db_positive,high_to_low_db_negative,high_to_low_db_difference,high_to_low_db_expected_direction,high_to_total_ratio_positive,high_to_total_ratio_negative,high_to_total_ratio_difference,high_to_total_ratio_expected_direction,onset_strength_max_positive,onset_strength_max_negative,onset_strength_max_difference,onset_strength_max_expected_direction,onset_strength_p95_positive,onset_strength_p95_negative,onset_strength_p95_difference,onset_strength_p95_expected_direction,onset_strength_mean_positive,onset_strength_mean_negative,onset_strength_mean_difference,onset_strength_mean_expected_direction,transient_energy_fraction_positive,transient_energy_fraction_negative,transient_energy_fraction_difference,transient_energy_fraction_expected_direction,transient_energy_per_onset_mean_positive,transient_energy_per_onset_mean_negative,transient_energy_per_onset_mean_difference,transient_energy_per_onset_mean_expected_direction,onset_count_positive,onset_count_negative,onset_count_difference,onset_count_expected_direction,onset_rate_per_second_positive,onset_rate_per_second_negative,onset_rate_per_second_difference,onset_rate_per_second_expected_direction,attack_time_ms_first_positive,attack_time_ms_first_negative,attack_time_ms_first_difference,attack_time_ms_first_expected_direction,attack_time_ms_median_positive,attack_time_ms_median_negative,attack_time_ms_median_difference,attack_time_ms_median_expected_direction,attack_time_ms_min_positive,attack_time_ms_min_negative,attack_time_ms_min_difference,attack_time_ms_min_expected_direction
01,2172.3134765625,2187.3935546875,-15.080078125,False,2182.04833984375,2194.218505859375,-12.170166015625,False,4414.9716796875,4802.3203125,-387.3486328125,False,6301.0810546875,6567.79345703125,-266.71240234375,False,-15.010327652549645,-15.050307839488946,0.03998018693930128,True,0.025772422671021134,0.02539402630504909,0.00037839636597204393,True,2.522144317626953,1.5505555868148804,0.9715887308120728,True,1.1564066410064697,0.7203415036201477,0.436065137386322,True,0.5398995280265808,0.5075176954269409,0.03238183259963989,True,0.8983447716870112,0.9574462942715224,-0.05910152258451118,False,0.4147707691246813,0.14238449749656212,0.2723862716281192,True,22.0,39.0,-17.0,False,7.333333333333333,13.0,-5.666666666666667,False,43.53741496598639,153.83219954648524,-110.29478458049886,True,76.91609977324262,92.87981859410431,-15.963718820861686,True,0.0,0.0,0.0,False
02,2386.193359375,2709.724365234375,-323.531005859375,False,2591.78076171875,2942.74560546875,-350.96484375,False,4602.701171875,5112.93017578125,-510.22900390625,False,6317.70849609375,6606.9521484375,-289.24365234375,False,-20.930040891857846,-19.53012666829317,-1.399914223564675,False,0.007678066919259444,0.009920649808215031,-0.002242582888955588,False,18.596141815185547,13.510629653930664,5.085512161254883,True,1.726606011390686,1.0667994022369385,0.6598066091537476,True,0.7770876288414001,0.6340579986572266,0.14302963018417358,True,0.9993027548154577,0.9979133600048419,0.0013893948106158405,True,490.66428089141846,76.4021727964282,414.26210809499025,True,6.0,7.0,-1.0,False,2.0,2.3333333333333335,-0.3333333333333335,False,0.0,130.6122448979592,-130.6122448979592,True,0.0,0.0,0.0,False,0.0,0.0,0.0,False
03,3146.99609375,2122.21337890625,1024.78271484375,True,2947.846923828125,2126.56591796875,821.281005859375,True,5903.5068359375,4596.46630859375,1307.04052734375,True,7267.9130859375,6419.4716796875,848.44140625,True,-2.4074767475017476,-16.229976863475514,13.822500115973767,True,0.324821636225656,0.02043574912321432,0.3043858871024417,True,9.531429290771484,6.47975492477417,3.0516743659973145,True,0.8985852003097534,0.7442273497581482,0.15435785055160522,True,0.5533977150917053,0.5286330580711365,0.024764657020568848,True,0.9339340341262856,0.6392415206428884,0.2946925134833972,True,227.14960319101812,0.49641647189855576,226.65318671911956,True,5.0,4.0,1.0,True,1.6666666666666667,1.3333333333333333,0.3333333333333335,True,168.34467120181407,243.8095238095238,-75.46485260770973,True,5.804988662131519,2.9024943310657596,2.9024943310657596,False,0.0,0.0,0.0,False
04,2649.944091796875,2507.3369140625,142.607177734375,True,2608.004638671875,2527.540283203125,80.46435546875,True,5176.36572265625,5195.73779296875,-19.3720703125,False,6824.02978515625,6798.25634765625,25.7734375,True,-7.278393565391344,-12.085529105799601,4.807135540408257,True,0.0786787509130688,0.04651542087364444,0.032163330039424363,True,7.177247047424316,2.388901710510254,4.7883453369140625,True,2.609473943710327,0.7487714290618896,1.8607025146484375,True,0.7192611694335938,0.5265297293663025,0.19273144006729126,True,0.982382662473961,0.9077292765916893,0.07465338588227166,True,2.008423354011029,0.2226729135474433,1.7857504404635858,True,24.0,23.0,1.0,True,8.0,7.666666666666667,0.33333333333333304,True,136.4172335600907,136.4172335600907,0.0,False,155.28344671201813,98.68480725623583,56.598639455782305,False,0.0,0.0,0.0,False
05,2527.543701171875,2522.261962890625,5.28173828125,True,2410.997802734375,2511.0361328125,-100.038330078125,False,5244.78955078125,5328.0126953125,-83.22314453125,False,6844.814453125,6897.4423828125,-52.6279296875,False,7.324320146165507,-9.565712783473169,16.890032929638675,True,0.40711080745593103,0.07326411898174205,0.33384668847418897,True,8.04696273803711,3.4694294929504395,4.57753324508667,True,1.2522575855255127,0.7819469571113586,0.47031062841415405,True,0.5582063794136047,0.5365312695503235,0.02167510986328125,True,0.9822437958012287,0.6868809576798351,0.2953628381213935,True,19.785613835535266,0.08367072111543487,19.70194311441983,True,11.0,17.0,-6.0,False,3.6666666666666665,5.666666666666667,-2.0000000000000004,False,0.0,0.0,0.0,False,69.65986394557822,84.17233560090703,-14.51247165532881,True,0.0,0.0,0.0,False
06,2155.529296875,2050.27734375,105.251953125,True,2260.2197265625,2055.066650390625,205.153076171875,True,4921.54248046875,4698.81103515625,222.7314453125,True,6698.23974609375,6717.77783203125,-19.5380859375,False,-17.95080170771381,-17.739138929472993,-0.21166277824081803,False,0.014842901148495641,0.015358837410231233,-0.0005159362617355914,False,3.1778781414031982,3.5351123809814453,-0.35723423957824707,False,0.7434972524642944,0.8148036599159241,-0.07130640745162964,False,0.5190954804420471,0.5718979239463806,-0.052802443504333496,False,0.7996579201368671,0.7352086906163138,0.06444922952055332,True,0.15258026892940205,0.033844599108162676,0.11873566982123937,True,15.0,19.0,-4.0,False,5.0,6.333333333333333,-1.333333333333333,False,124.80725623582767,208.9795918367347,-84.17233560090703,True,124.80725623582767,136.4172335600907,-11.609977324263028,True,0.0,0.0,0.0,False
07,2122.641357421875,1697.3228759765625,425.3184814453125,True,1381.5018310546875,1084.6976318359375,296.80419921875,True,4406.74072265625,3472.66552734375,934.0751953125,True,6015.7451171875,5427.3642578125,588.380859375,True,-27.211126762681815,-29.765337360616474,2.5542105979346594,True,0.0018083351207628326,0.0010402307994701104,0.0007681043212927222,True,14.780267715454102,5.656595230102539,9.123672485351562,True,0.9487783312797546,1.5574091672897339,-0.6086308360099792,False,0.40178051590919495,0.4353718161582947,-0.03359130024909973,False,0.964578903126259,0.8610903278943042,0.10348857523195487,True,126.79041719436646,7.632301772634189,119.15811542173226,True,3.0,12.0,-9.0,False,1.0,4.0,-3.0,False,0.0,0.0,0.0,False,0.0,100.1360544217687,-100.1360544217687,True,0.0,0.0,0.0,False
08,2928.727783203125,2399.71142578125,529.016357421875,True,2816.154052734375,2402.110595703125,414.04345703125,True,5975.92138671875,5305.98046875,669.94091796875,True,7081.76318359375,7021.154296875,60.60888671875,True,-13.487261005835494,-11.311300338894757,-2.175960666940737,False,0.040989077572870625,0.06114020875482319,-0.020151131181952567,False,1.6493268013000488,1.6891660690307617,-0.03983926773071289,False,0.715143084526062,0.7138597369194031,0.0012833476066589355,True,0.3625439703464508,0.512421190738678,-0.14987722039222717,False,0.688934060211271,0.9317011492156112,-0.2427670890043402,False,0.5337128333374858,0.1102585680782795,0.42345426525920626,True,25.0,36.0,-11.0,False,8.333333333333334,12.0,-3.666666666666666,False,0.0,0.0,0.0,False,63.85487528344672,50.7936507936508,13.061224489795919,False,0.0,0.0,0.0,False
09,2396.467529296875,2570.673095703125,-174.20556640625,False,2075.330322265625,2566.70703125,-491.376708984375,False,4809.38720703125,5187.6728515625,-378.28564453125,False,6693.333984375,6770.98681640625,-77.65283203125,False,-4.891197654842531,-16.826611347189882,11.93541369234735,True,0.19663494379138904,0.018134205524292735,0.1785007382670963,True,17.225950241088867,6.673740386962891,10.552209854125977,True,0.830727756023407,0.6799463033676147,0.15078145265579224,True,0.6239641904830933,0.5137667059898376,0.11019748449325562,True,0.9890410539997903,0.9617918116011915,0.027249242398598716,True,209.24765475839376,32.29813265800476,176.949522100389,True,4.0,2.0,2.0,True,1.3333333333333333,0.6666666666666666,0.6666666666666666,True,0.0,60.95238095238095,-60.95238095238095,True,0.0,31.927437641723355,-31.927437641723355,True,0.0,2.9024943310657596,-2.9024943310657596,True
10,2399.83642578125,2826.112548828125,-426.276123046875,False,2128.95068359375,2868.531982421875,-739.581298828125,False,4814.54150390625,5620.748046875,-806.20654296875,False,6641.455078125,7098.9736328125,-457.5185546875,False,-15.134592616953329,-10.148095730112578,-4.986496886840751,False,0.026501462417903975,0.0725916750383331,-0.046090212620429116,False,15.17784595489502,3.369574785232544,11.808271169662476,True,0.7650001049041748,0.8149054050445557,-0.04990530014038086,False,0.4585943818092346,0.5677242279052734,-0.10912984609603882,False,0.9349877713735604,0.7244918313126194,0.21049594006094097,True,63.22656674236059,0.018988463362412795,63.20757827899818,True,5.0,14.0,-9.0,False,1.6666666666666667,4.666666666666667,-3.0,False,0.0,81.26984126984127,-81.26984126984127,True,2.9024943310657596,81.26984126984127,-78.36734693877551,True,0.0,0.0,0.0,False
