job_id,pair_id,concept,label,side,sample_index,seed,duration,steps,guidance_scale,prompt,wav_path,status,error,sample_rate,duration_seconds,rms_dbfs,peak_dbfs,clip_fraction,silence_fraction,spectral_centroid_mean_hz,spectral_centroid_median_hz,spectral_centroid_std_hz,rolloff_85_mean_hz,rolloff_85_median_hz,rolloff_95_mean_hz,rolloff_95_median_hz,low_band_energy,high_band_energy,total_energy,high_to_low_ratio,high_to_low_db,high_to_total_ratio,onset_strength_mean,onset_strength_median,onset_strength_max,onset_strength_p95,onset_count,onset_rate_per_second,mean_inter_onset_interval_ms,median_inter_onset_interval_ms,attack_time_ms_first,attack_time_ms_median,attack_time_ms_min,attack_time_ms_valid_count,transient_energy_total,non_transient_energy_total,transient_energy_fraction,transient_energy_per_onset_mean
01-positive-sample-000-seed-401,01,sharp_soft,positive,positive,0,401,3.0,50,4.0,a sharp hand clap once in a dry room,/outputs/sharp-soft-v1/01/positive/01-positive-sample-000-seed-401.wav,ok,,44100,3.0,-42.04719953298296,-23.2306740807871,0.0,0.012123961001634598,2172.3134765625,2182.04833984375,162.23460388183594,4414.9716796875,4543.505859375,6301.0810546875,6373.828125,10465.53515625,330.1632080078125,12810.716796875,0.031547666036995686,-15.010327652549645,0.025772422671021134,0.5398995280265808,0.4833488166332245,2.522144317626953,1.1564066410064697,22,7.333333333333333,139.0432998596264,139.31972789115645,43.53741496598639,76.91609977324262,0.0,22,7.417933464050293,0.8394012451171875,0.8983447716870112,0.4147707691246813
01-negative-sample-000-seed-401,01,sharp_soft,negative,negative,0,401,3.0,50,4.0,a soft padded hand clap once behind a pillow,/outputs/sharp-soft-v1/01/negative/01-negative-sample-000-seed-401.wav,ok,,44100,3.0,-46.474758190728224,-32.750059666610596,0.0,0.019176114350557327,2187.3935546875,2194.218505859375,177.03659057617188,4802.3203125,4823.4375,6567.79345703125,6567.626953125,3940.14990234375,123.16348266601562,4850.0966796875,0.031258577901504034,-15.050307839488946,0.02539402630504909,0.5075176954269409,0.49845343828201294,1.5505555868148804,0.7203415036201477,39,13.0,76.07590404582885,63.85487528344672,153.83219954648524,92.87981859410431,0.0,39,2.8523216247558594,0.1267714500427246,0.9574462942715224,0.14238449749656212
02-positive-sample-000-seed-402,02,sharp_soft,positive,positive,0,402,3.0,50,4.0,a sharp wooden block is struck once,/outputs/sharp-soft-v1/02/positive/02-positive-sample-000-seed-402.wav,ok,,44100,3.0,-16.822697675199276,0.0,0.006878307089209557,0.018420256674289703,2386.193359375,2591.78076171875,615.4054565429688,4602.701171875,5060.302734375,6317.70849609375,6739.892578125,4019535.0,32446.7890625,4225906.0,0.008072274296031755,-20.930040891857846,0.007678066919259444,0.7770876288414001,0.44728517532348633,18.596141815185547,1.726606011390686,6,2.0,376.1632653061224,203.17460317460316,0.0,0.0,0.0,6,2747.813232421875,1.917236328125,0.9993027548154577,490.66428089141846
02-negative-sample-000-seed-402,02,sharp_soft,negative,negative,0,402,3.0,50,4.0,a soft foam block is struck once,/outputs/sharp-soft-v1/02/negative/02-negative-sample-000-seed-402.wav,ok,,44100,3.0,-24.277076447725342,0.0,0.00032501888927072287,0.022577475756406784,2709.724365234375,2942.74560546875,537.1148071289062,5112.93017578125,5555.56640625,6606.9521484375,6933.69140625,675796.125,7530.1396484375,759036.9375,0.011142620340472505,-19.53012666829317,0.009920649808215031,0.6340579986572266,0.42609885334968567,13.510629653930664,1.0667994022369385,7,2.3333333333333335,454.724111866969,200.2721088435374,130.6122448979592,0.0,0.0,7,493.1113586425781,1.031097412109375,0.9979133600048419,76.4021727964282
03-positive-sample-000-seed-403,03,sharp_soft,positive,positive,0,403,3.0,50,4.0,a sharp snare drum hit with a crisp attack,/outputs/sharp-soft-v1/03/positive/03-positive-sample-000-seed-403.wav,ok,,44100,3.0,-20.384005640666828,0.0,2.2675736545352265e-05,0.026334088295698166,3146.99609375,2947.846923828125,599.2330932617188,5903.5068359375,5770.8984375,7267.9130859375,7149.0234375,1051890.5,604258.625,1860278.25,0.5744501209964346,-2.4074767475017476,0.324821636225656,0.5533977150917053,0.45073315501213074,9.531429290771484,0.8985852003097534,5,1.6666666666666667,693.6961451247166,217.687074829932,168.34467120181407,5.804988662131519,0.0,5,1131.033447265625,80.0086669921875,0.9339340341262856,227.14960319101812
03-negative-sample-000-seed-403,03,sharp_soft,negative,negative,0,403,3.0,50,4.0,a soft muted drum hit with a gentle attack,/outputs/sharp-soft-v1/03/negative/03-negative-sample-000-seed-403.wav,ok,,44100,3.0,-46.29318715389345,-13.356311812829258,0.0,0.026114890351891518,2122.21337890625,2126.56591796875,168.5694580078125,4596.46630859375,4629.638671875,6419.4716796875,6416.89453125,4138.6455078125,98.59628295898438,4824.6962890625,0.02382332160917495,-16.229976863475514,0.02043574912321432,0.5286330580711365,0.4929620921611786,6.47975492477417,0.7442273497581482,4,1.3333333333333333,644.3537414965987,481.8140589569161,243.8095238095238,2.9024943310657596,0.0,4,1.9856657981872559,1.1206183433532715,0.6392415206428884,0.49641647189855576
04-positive-sample-000-seed-404,04,sharp_soft,positive,positive,0,404,3.0,50,4.0,a sharp pencil taps a desk once,/outputs/sharp-soft-v1/04/positive/04-positive-sample-000-seed-404.wav,ok,,44100,3.0,-37.58719045666302,-7.041000043457086,0.0,0.018616780638694763,2649.944091796875,2608.004638671875,319.3978271484375,5176.36572265625,5297.16796875,6824.02978515625,6912.158203125,14920.03125,2792.09619140625,35487.296875,0.18713742247733228,-7.278393565391344,0.0786787509130688,0.7192611694335938,0.45864325761795044,7.177247047424316,2.609473943710327,24,8.0,125.18584245292318,104.48979591836735,136.4172335600907,155.28344671201813,0.0,24,22.652782440185547,0.4062385559082031,0.982382662473961,2.008423354011029
04-negative-sample-000-seed-404,04,sharp_soft,negative,negative,0,404,3.0,50,4.0,a soft eraser taps a desk once,/outputs/sharp-soft-v1/04/negative/04-negative-sample-000-seed-404.wav,ok,,44100,3.0,-46.45581473643182,-22.063148512733427,0.0,0.02290249429643154,2507.3369140625,2527.540283203125,197.92019653320312,5195.73779296875,5297.16796875,6798.25634765625,6869.091796875,3562.7451171875,220.4102783203125,4738.4345703125,0.061865295178429335,-12.085529105799601,0.04651542087364444,0.5265297293663025,0.5064275860786438,2.388901710510254,0.7487714290618896,23,7.666666666666667,130.61224489795916,119.00226757369614,136.4172335600907,98.68480725623583,0.0,23,2.7160308361053467,0.27608466148376465,0.9077292765916893,0.2226729135474433
05-positive-sample-000-seed-405,05,sharp_soft,positive,positive,0,405,3.0,50,4.0,a sharp metal click from a switch,/outputs/sharp-soft-v1/05/positive/05-positive-sample-000-seed-405.wav,ok,,44100,3.0,-30.67118771096319,-1.1217521517351179,0.0,0.017203325405716896,2527.543701171875,2410.997802734375,439.2238464355469,5244.78955078125,5254.1015625,6844.814453125,6847.55859375,13148.953125,71010.6015625,174425.734375,5.400475679503953,7.324320146165507,0.40711080745593103,0.5582063794136047,0.4607801139354706,8.04696273803711,1.2522575855255127,11,3.6666666666666665,287.3469387755102,243.8095238095238,0.0,69.65986394557822,0.0,11,111.34234619140625,2.01275634765625,0.9822437958012287,19.785613835535266
05-negative-sample-000-seed-405,05,sharp_soft,negative,negative,0,405,3.0,50,4.0,a soft plastic click from a covered switch,/outputs/sharp-soft-v1/05/negative/05-negative-sample-000-seed-405.wav,ok,,44100,3.0,-48.965843790850414,-19.341210336535994,0.0,0.027936507016420364,2522.261962890625,2511.0361328125,174.5203857421875,5328.0126953125,5383.30078125,6897.4423828125,6912.158203125,1763.8616943359375,194.93653869628906,2660.73681640625,0.11051690692204708,-9.565712783473169,0.07326411898174205,0.5365312695503235,0.5069892406463623,3.4694294929504395,0.7819469571113586,17,5.666666666666667,179.59183673469389,113.19727891156462,0.0,84.17233560090703,0.0,17,1.1530734300613403,0.525635838508606,0.6868809576798351,0.08367072111543487
06-positive-sample-000-seed-406,06,sharp_soft,positive,positive,0,406,3.0,50,4.0,a sharp footstep on a tile floor,/outputs/sharp-soft-v1/06/positive/06-positive-sample-000-seed-406.wav,ok,,44100,3.0,-46.878397511387575,-23.3312242377656,0.0,0.02637943997979164,2155.529296875,2260.2197265625,371.21856689453125,4921.54248046875,5297.16796875,6698.23974609375,6847.55859375,3980.267822265625,63.80168151855469,4298.46435546875,0.016029494588692742,-17.95080170771381,0.014842901148495641,0.5190954804420471,0.482974112033844,3.1778781414031982,0.7434972524642944,15,5.0,196.54033041788142,156.73469387755102,124.80725623582767,124.80725623582767,0.0,15,2.1708223819732666,0.5438663959503174,0.7996579201368671,0.15258026892940205
06-negative-sample-000-seed-406,06,sharp_soft,negative,negative,0,406,3.0,50,4.0,a soft footstep on thick carpet,/outputs/sharp-soft-v1/06/negative/06-negative-sample-000-seed-406.wav,ok,,44100,3.0,-52.622195220045846,-25.32992638928021,0.0,0.04034769535064697,2050.27734375,2055.066650390625,208.4625244140625,4698.81103515625,4780.37109375,6717.77783203125,6782.958984375,1041.473876953125,17.528085708618164,1141.23779296875,0.016830077159397706,-17.739138929472993,0.015358837410231233,0.5718979239463806,0.5566698312759399,3.5351123809814453,0.8148036599159241,19,6.333333333333333,163.5071806500378,150.92970521541952,208.9795918367347,136.4172335600907,0.0,19,0.5318032503128052,0.19153320789337158,0.7352086906163138,0.033844599108162676
07-positive-sample-000-seed-407,07,sharp_soft,positive,positive,0,407,3.0,50,4.0,a sharp knock on a wooden door,/outputs/sharp-soft-v1/07/positive/07-positive-sample-000-seed-407.wav,ok,,44100,3.0,-25.25689916204567,0.0,0.0001360544265480712,0.38093727827072144,2122.641357421875,1381.5018310546875,2773.567138671875,4406.74072265625,2863.916015625,6015.7451171875,5921.630859375,577151.75,1096.926025390625,606594.4375,0.0019005851154235,-27.211126762681815,0.0018083351207628326,0.40178051590919495,0.22328642010688782,14.780267715454102,0.9487783312797546,3,1.0,441.1791383219954,441.1791383219954,0.0,0.0,0.0,3,380.3712463378906,13.967926025390625,0.964578903126259,126.79041719436646
07-negative-sample-000-seed-407,07,sharp_soft,negative,negative,0,407,3.0,50,4.0,a soft knock on a padded door,/outputs/sharp-soft-v1/07/negative/07-negative-sample-000-seed-407.wav,ok,,44100,3.0,-31.434362528537207,-9.14161716885625,0.0,0.30845049023628235,1697.3228759765625,1084.6976318359375,2556.678466796875,3472.66552734375,2196.38671875,5427.3642578125,4823.4375,152170.640625,160.61907958984375,154407.15625,0.0010555195071148026,-29.765337360616474,0.0010402307994701104,0.4353718161582947,0.2611774206161499,5.656595230102539,1.5574091672897339,12,4.0,167.28921871779016,127.70975056689343,0.0,100.1360544217687,0.0,12,81.87896728515625,13.208580017089844,0.8610903278943042,7.632301772634189
08-positive-sample-000-seed-408,08,sharp_soft,positive,positive,0,408,3.0,50,4.0,a sharp cymbal tap with a fast attack,/outputs/sharp-soft-v1/08/positive/08-positive-sample-000-seed-408.wav,ok,,44100,3.0,-38.41025014363198,-12.365257167591286,0.0,0.27535146474838257,2928.727783203125,2816.154052734375,2437.4609375,5975.92138671875,6007.763671875,7081.76318359375,7170.556640625,31290.236328125,1401.789306640625,34199.09375,0.044799575558994324,-13.487261005835494,0.040989077572870625,0.3625439703464508,0.3945654630661011,1.6493268013000488,0.715143084526062,25,8.333333333333334,92.15419501133788,69.65986394557822,0.0,63.85487528344672,0.0,25,13.143545150756836,5.934543609619141,0.688934060211271,0.5337128333374858
08-negative-sample-000-seed-408,08,sharp_soft,negative,negative,0,408,3.0,50,4.0,a soft muted cymbal tap with a slow attack,/outputs/sharp-soft-v1/08/negative/08-negative-sample-000-seed-408.wav,ok,,44100,3.0,-47.31130254147439,-34.419237766010966,0.0,0.020188964903354645,2399.71142578125,2402.110595703125,117.27378845214844,5305.98046875,5361.767578125,7021.154296875,7041.357421875,3183.86474609375,235.40982055664062,3850.327392578125,0.07393838599628406,-11.311300338894757,0.06114020875482319,0.512421190738678,0.506240963935852,1.6891660690307617,0.7138597369194031,36,12.0,83.59183673469389,75.46485260770976,0.0,50.7936507936508,0.0,36,2.289318799972534,0.16781973838806152,0.9317011492156112,0.1102585680782795
09-positive-sample-000-seed-409,09,sharp_soft,positive,positive,0,409,3.0,50,4.0,a sharp ruler snap on a table,/outputs/sharp-soft-v1/09/positive/09-positive-sample-000-seed-409.wav,ok,,44100,3.0,-21.940536168081685,0.0,0.001398337073624134,0.014096749946475029,2396.467529296875,2075.330322265625,790.7645874023438,4809.38720703125,4521.97265625,6693.333984375,6395.361328125,789235.8125,255909.859375,1301446.5,0.3242501864738937,-4.891197654842531,0.19663494379138904,0.6239641904830933,0.4280010759830475,17.225950241088867,0.830727756023407,4,1.3333333333333333,764.3235071806499,754.6485260770976,0.0,0.0,0.0,4,836.9906005859375,9.274169921875,0.9890410539997903,209.24765475839376
09-negative-sample-000-seed-409,09,sharp_soft,negative,negative,0,409,3.0,50,4.0,a soft rubber band snap under cloth,/outputs/sharp-soft-v1/09/negative/09-negative-sample-000-seed-409.wav,ok,,44100,3.0,-32.944335011808235,-6.549001251097652,0.0,0.01864701509475708,2570.673095703125,2566.70703125,134.6184844970703,5187.6728515625,5275.634765625,6770.98681640625,6782.958984375,90151.0703125,1872.016845703125,103231.2578125,0.020765331340093455,-16.826611347189882,0.018134205524292735,0.5137667059898376,0.4855925142765045,6.673740386962891,0.6799463033676147,2,0.6666666666666666,1851.7913832199547,1851.7913832199547,60.95238095238095,31.927437641723355,2.9024943310657596,2,64.59626770019531,2.5661544799804688,0.9617918116011915,32.29813265800476
10-positive-sample-000-seed-410,10,sharp_soft,positive,positive,0,410,3.0,50,4.0,a sharp finger snap close to the microphone,/outputs/sharp-soft-v1/10/positive/10-positive-sample-000-seed-410.wav,ok,,44100,3.0,-25.92496315209045,0.0,0.0003779289545491338,0.2541874647140503,2399.83642578125,2128.95068359375,2310.18359375,4814.54150390625,4543.505859375,6641.455078125,6675.29296875,448987.78125,13764.9697265625,519404.15625,0.030657782464013322,-15.134592616953329,0.026501462417903975,0.4585943818092346,0.36064526438713074,15.17784595489502,0.7650001049041748,5,1.6666666666666667,518.0952380952381,307.66439909297054,0.0,2.9024943310657596,0.0,5,316.1327819824219,21.9815673828125,0.9349877713735604,63.22656674236059
10-negative-sample-000-seed-410,10,sharp_soft,negative,negative,0,410,3.0,50,4.0,a soft finger snap behind a pillow,/outputs/sharp-soft-v1/10/negative/10-negative-sample-000-seed-410.wav,ok,,44100,3.0,-56.071370612153295,-32.17152800475295,0.0,0.06668178737163544,2826.112548828125,2868.531982421875,187.06190490722656,5620.748046875,5706.298828125,7098.9736328125,7149.0234375,379.0770568847656,36.63683319091797,504.69744873046875,0.09664745603967026,-10.148095730112578,0.0725916750383331,0.5677242279052734,0.5320966839790344,3.369574785232544,0.8149054050445557,14,4.666666666666667,187.0992499563928,162.53968253968253,81.26984126984127,81.26984126984127,0.0,14,0.23684068024158478,0.09006525576114655,0.7244918313126194,0.018988463362412795
11-positive-sample-000-seed-411,11,sharp_soft,positive,positive,0,411,3.0,50,4.0,a sharp book slams shut once,/outputs/sharp-soft-v1/11/positive/11-positive-sample-000-seed-411.wav,ok,,44100,3.0,-44.62925987207089,-16.125296108189453,0.0,0.018276644870638847,2105.4853515625,2091.915771484375,233.27816772460938,4676.86181640625,4737.3046875,6480.4130859375,6524.560546875,4957.53076171875,274.75958251953125,7022.62841796875,0.05542266820433678,-12.563125698831632,0.03912489258530408,0.554441511631012,0.4906853437423706,6.717421531677246,0.8812810182571411,6,2.0,488.7800453514739,267.0294784580499,5.804988662131519,11.609977324263038,0.0,6,3.0484447479248047,1.5080814361572266,0.669028251955267,0.5080741594235102
11-negative-sample-000-seed-411,11,sharp_soft,negative,negative,0,411,3.0,50,4.0,a soft book closes gently once,/outputs/sharp-soft-v1/11/negative/11-negative-sample-000-seed-411.wav,ok,,44100,3.0,-50.197782345211664,-37.177452871272074,0.0,0.02767195738852024,2438.683837890625,2435.17578125,139.08969116210938,5006.095703125,5017.236328125,6532.95751953125,6524.560546875,1673.9296875,80.9005126953125,1962.185791015625,0.0483296958644283,-13.157859378389,0.04122979233961249,0.543815553188324,0.5392294526100159,1.4873908758163452,0.7418102622032166,43,14.333333333333334,68.69236583522297,58.049886621315196,214.7845804988662,69.65986394557822,0.0,43,1.262317419052124,0.0017832517623901367,0.9985893119088046,0.059391896045485205
12-positive-sample-000-seed-412,12,sharp_soft,positive,positive,0,412,3.0,50,4.0,a sharp stapler clicks once,/outputs/sharp-soft-v1/12/positive/12-positive-sample-000-seed-412.wav,ok,,44100,3.0,-25.6297226782082,0.0,3.023431600013282e-05,0.014920635148882866,3045.40966796875,2953.8037109375,504.5491943359375,5540.1025390625,5534.033203125,6993.6357421875,6998.291015625,123918.75,265498.4375,556045.4375,2.1425203006001916,3.3092494559961105,0.47747615499497736,0.8052053451538086,0.37639281153678894,8.5466947555542,3.1225571632385254,22,7.333333333333333,137.10830363891586,139.31972789115645,17.414965986394556,10.158730158730158,0.0,22,360.97052001953125,0.92864990234375,0.9974339540415519,30.63298275931315
12-negative-sample-000-seed-412,12,sharp_soft,negative,negative,0,412,3.0,50,4.0,a soft stapler clicks under a towel once,/outputs/sharp-soft-v1/12/negative/12-negative-sample-000-seed-412.wav,ok,,44100,3.0,-37.18943936737724,-3.8503548373793874,0.0,0.027263794094324112,2779.42041015625,2711.936767578125,434.6459655761719,5639.5380859375,5641.69921875,7077.02392578125,7062.890625,12977.1552734375,15087.583984375,38885.29296875,1.162626451365444,0.6544019953501736,0.3880023225361854,0.6160165667533875,0.4671616554260254,6.5659379959106445,1.5785492658615112,16,5.333333333333333,167.1836734693878,127.70975056689343,194.46712018140587,10.158730158730158,0.0,16,24.88218879699707,0.38843345642089844,0.984629050581912,3.039901073090732
13-positive-sample-000-seed-413,13,sharp_soft,positive,positive,0,413,3.0,50,4.0,a sharp glass tap rings once,/outputs/sharp-soft-v1/13/positive/13-positive-sample-000-seed-413.wav,ok,,44100,3.0,-24.19961904639105,-1.8263996808032497,0.0,0.02480725571513176,3481.435302734375,3064.504638671875,760.8157348632812,5652.2578125,5534.033203125,6885.5537109375,6847.55859375,5311.11181640625,735864.8125,777529.4375,138.55193374518728,21.41612591532929,0.9464140867335329,0.5598908066749573,0.4707757830619812,11.716961860656738,0.8153566718101501,4,1.3333333333333333,119.96976568405141,116.09977324263039,130.6122448979592,11.609977324263038,0.0,4,480.74139404296875,22.293304443359375,0.9556823723881439,128.57495880126953
13-negative-sample-000-seed-413,13,sharp_soft,negative,negative,0,413,3.0,50,4.0,a soft cloth tap lands once,/outputs/sharp-soft-v1/13/negative/13-negative-sample-000-seed-413.wav,ok,,44100,3.0,-55.430990276836496,-41.68172341601461,0.0,0.04948601499199867,3092.453125,3091.70458984375,142.35691833496094,5892.78076171875,5878.564453125,7098.05908203125,7105.95703125,373.93963623046875,96.85836791992188,601.4231567382812,0.2590213995400732,-5.866643543811029,0.16104861749124721,0.5504557490348816,0.5486043095588684,1.911705493927002,0.7414150238037109,29,9.666666666666666,105.73372206025265,89.97732426303855,165.4421768707483,58.049886621315196,0.0,29,0.3297497034072876,0.04909461736679077,0.8704095200200505,0.01717712670757339
14-positive-sample-000-seed-414,14,sharp_soft,positive,positive,0,414,3.0,50,4.0,a sharp tennis ball hit by a racket,/outputs/sharp-soft-v1/14/positive/14-positive-sample-000-seed-414.wav,ok,,44100,3.0,-26.166583757969786,-4.291222158870067,0.0,0.0026984126307070255,1515.4044189453125,1500.110107421875,137.0012664794922,2869.819091796875,2820.849609375,5245.2060546875,5211.03515625,468764.8125,3223.701416015625,492731.34375,0.0068770123739089846,-21.626001942248585,0.006542513393771948,0.5577210783958435,0.4539022445678711,6.549361705780029,0.7651581764221191,5,1.6666666666666667,679.1836734693877,635.6462585034014,0.0,0.0,0.0,5,227.60040283203125,92.21652221679688,0.7116584051869121,45.520080947875975
