block,cv_pearson_am_rate,cv_pearson_attack,cv_pearson_decay,cv_pearson_density,cv_pearson_f0,cv_pearson_tail,cv_spearman_am_rate,cv_spearman_attack,cv_spearman_decay,cv_spearman_density,cv_spearman_f0,cv_spearman_tail,n_am_rate,n_attack,n_decay,n_density,n_f0,n_tail,r2_am_rate,r2_attack,r2_decay,r2_density,r2_f0,r2_tail,site,stability_cos_am_rate,stability_cos_attack,stability_cos_decay,stability_cos_density,stability_cos_f0,stability_cos_tail,stack
7,0.28125872681863145,0.31139805602241005,0.27175755098660254,0.45640590183167934,0.5270498592442251,0.04830459368779331,0.24126146018336292,0.3244118465895454,0.2849037584601354,0.4413801180818893,0.2647557871773118,0.04668093889502232,250,250,250,250,223,250,0.055482346824487515,0.014776568810640133,0.039859285607260375,0.18557961077957166,0.23561455504780254,-0.1054616615308597,transformer.single_transformer_blocks.7,0.14599661529064178,0.10386421531438828,0.00134291872382164,0.21026599407196045,0.3322583734989166,0.00590234249830246,single
8,0.2354683232618773,0.29508768505971955,0.2459885902561729,0.4619665297031153,0.5091794955421071,0.06880877669967021,0.21220371525944412,0.30236682186914987,0.26735160562569,0.4526376422022752,0.2509371158474297,0.07500753612057792,250,250,250,250,223,250,0.025062972044064068,-0.006988935391154328,0.019333646292066686,0.18759757604564112,0.21250231184859744,-0.09433892671858812,transformer.single_transformer_blocks.8,0.09159547090530396,0.0891418606042862,0.0066748615354299545,0.17839030921459198,0.3196052312850952,0.026043575257062912,single
9,0.25289449382733065,0.29742542256335336,0.19712272971844483,0.447999706781797,0.4767989382059073,0.044107637860454935,0.24840935054960878,0.30178620457927324,0.23089406230499687,0.43816829069265106,0.2406450733244455,0.06706936110977776,250,250,250,250,223,250,0.035787643874706766,-0.0012072333928766943,-0.006542564059329093,0.17428906666972,0.17783277075090104,-0.11823540194226663,transformer.single_transformer_blocks.9,0.07420476526021957,0.12094730138778687,0.0719093456864357,0.10517607629299164,0.262760728597641,0.024532927200198174,single
10,0.25047530226370707,0.30439481694163184,0.2168501668328522,0.4526141959602495,0.4767509529624126,0.07627948055139949,0.22969519512312192,0.3199466231459703,0.2338309412950607,0.44480084481351695,0.24218384784528282,0.0909914078625258,250,250,250,250,223,250,0.03158044393502139,0.011860700264753077,0.009818534543263379,0.18352271622651292,0.1720830807752536,-0.07900430800077732,transformer.single_transformer_blocks.10,0.09087961912155151,0.0771203339099884,0.05789325386285782,0.09828867018222809,0.23532170057296753,0.009088076651096344,single
11,0.24622499064911382,0.28041810465253464,0.19932593126296297,0.44119024061889467,0.46642685028465264,0.05472704384116007,0.22606940911054577,0.29407075313205006,0.2239704315269044,0.44263044208707336,0.22984227020101458,0.07825776412422598,250,250,250,250,223,250,0.02883317292192562,-0.0052561373985953175,0.0010927864319410618,0.17506966618500266,0.17417133972970616,-0.09390409036374843,transformer.single_transformer_blocks.11,0.09673865139484406,0.09845058619976044,0.05181582272052765,0.0802687481045723,0.0955040380358696,0.05778922885656357,single
12,0.22017384414441774,0.2666109335451857,0.18331718104657024,0.4358354350180656,0.4641763936509406,0.044704527290369944,0.20931598905582485,0.2798579177266836,0.2095141362261796,0.43002505640090233,0.225788648994927,0.07083492535880573,250,250,250,250,223,250,0.012303834816191728,-0.022182338294539215,-0.014017986761134504,0.1692182005350601,0.1803869261162149,-0.09863650284529646,transformer.single_transformer_blocks.12,0.08512458205223083,0.12980911135673523,0.03855136036872864,0.16486756503582,0.11508782207965851,0.015911705791950226,single
13,0.22007932426475546,0.25511282666076457,0.1797414367550594,0.43619395848236026,0.4475799162694173,0.004138910226890612,0.19904689675034798,0.2645306964911438,0.20113742619881916,0.4453492055872893,0.21205113665875996,0.04289079825277205,250,250,250,250,223,250,0.011984304641242427,-0.0404034714593023,-0.02250832858733052,0.17086872459496147,0.17423565053555282,-0.13001148656626293,transformer.single_transformer_blocks.13,0.09941557049751282,0.05647192895412445,0.039438143372535706,0.06582458317279816,0.12644878029823303,0.02033008635044098,single
14,0.21069190969176832,0.2531025097691795,0.16210307713736574,0.4221453927386821,0.4296982608710735,-0.008229097487457279,0.16585954975279601,0.26050093601497626,0.18432026112417796,0.43172927566841063,0.21626599373236144,0.024067585081361302,250,250,250,250,223,250,0.01151304854769839,-0.038780107770894245,-0.02669090859134555,0.1575110135462216,0.15896641106476872,-0.13606150127644204,transformer.single_transformer_blocks.14,0.10653255879878998,0.08956307917833328,0.032771170139312744,0.1430007666349411,0.12729491293430328,0.056472424417734146,single
15,0.20725626567104236,0.27086154870163454,0.16792047890341452,0.441029275194429,0.4168433359875045,-0.03306095619561987,0.18249085585369365,0.279640570249124,0.1891449143186291,0.45847146354341667,0.20596096577038278,0.004751308020928334,250,250,250,250,223,250,0.009719087096800827,-0.01547345169714993,-0.01679908306652651,0.17843091711259057,0.1475389625815286,-0.13724905000176146,transformer.single_transformer_blocks.15,0.08737906813621521,0.028782222419977188,0.04380422458052635,0.03807736933231354,0.1528310626745224,0.056834764778614044,single
16,0.17265072020263214,0.2872219023670342,0.16056909804237493,0.4523240048706539,0.41291838576053735,-0.059625757146755706,0.15933605337685403,0.29563903422454757,0.18495847933566936,0.4705377046032736,0.2139935419083401,-0.014448231171698746,250,250,250,250,223,250,-0.00278592802657216,0.004534210587324949,-0.015923964118017286,0.18864939884380097,0.146760482632811,-0.15263558134988875,transformer.single_transformer_blocks.16,0.03913825750350952,0.004684861749410629,0.021592237055301666,0.040068529546260834,0.10502728074789047,0.032154276967048645,single
17,0.153656423053781,0.2902664867905695,0.1838480357081184,0.45537621741873197,0.4396022184042862,-0.0586318612372823,0.13932242115873852,0.29740776652426437,0.20488609417750683,0.4707135794172707,0.2319394185986114,-0.009545240723851581,250,250,250,250,223,250,-0.017642318509468513,0.007049330248323704,-0.0005450128943961019,0.1912802225730115,0.16747753394094167,-0.14354215349342767,transformer.single_transformer_blocks.17,0.06151736155152321,0.038875386118888855,0.04684467613697052,0.119662344455719,0.1252008080482483,0.005605623126029968,single
