block,cv_pearson_am_rate,cv_pearson_attack,cv_pearson_decay,cv_pearson_density,cv_pearson_f0,cv_pearson_tail,cv_spearman_am_rate,cv_spearman_attack,cv_spearman_decay,cv_spearman_density,cv_spearman_f0,cv_spearman_tail,n_am_rate,n_attack,n_decay,n_density,n_f0,n_tail,r2_am_rate,r2_attack,r2_decay,r2_density,r2_f0,r2_tail,site,stability_cos_am_rate,stability_cos_attack,stability_cos_decay,stability_cos_density,stability_cos_f0,stability_cos_tail,stack
4,0.23039590793598214,0.32483664885228214,0.2837379359692614,0.45477430732670626,0.5548819313453941,0.0728654896807262,0.21250784812557,0.321410454567273,0.3072321797148754,0.45407305716891466,0.26534554253164117,0.07653588057408918,250,250,250,250,223,250,0.02133645057949025,0.028598785198303434,0.047699397555929515,0.1818922177858451,0.26202337621579647,-0.09684273367342944,transformer.single_transformer_blocks.4,0.20233222842216492,0.21246537566184998,0.047167107462882996,0.3187217712402344,0.4940582513809204,0.16773155331611633,single
5,0.24563784204650116,0.3287157995504604,0.2570932694769511,0.46381259967041805,0.5154405284073833,0.09575628308086685,0.22832659722555562,0.3281482263716219,0.2735356405702491,0.46180617289876635,0.2281216995342556,0.08671357941727068,250,250,250,250,223,250,0.02987135883386749,0.035607933325862075,0.029345806500838602,0.19283956826655363,0.21549847184484552,-0.07483321704897414,transformer.single_transformer_blocks.5,0.2610558867454529,0.16147741675376892,0.12115305662155151,0.2595634162425995,0.5369877219200134,0.08406952023506165,single
6,0.2567664930190947,0.3143543699238775,0.31521273283445045,0.4669841093532961,0.5079006681796546,0.09514065844261957,0.2255348725579609,0.31254528872461956,0.3280929294868718,0.46028627658042526,0.21124712156102288,0.08690404646474344,250,250,250,250,223,250,0.037512486885748375,0.017910351734537942,0.07220848297754705,0.19262722420796802,0.1993803223536689,-0.08644582790582775,transformer.single_transformer_blocks.6,0.23419994115829468,0.12154977023601532,0.1529044359922409,0.22379888594150543,0.4875035881996155,0.10786918550729752,single
7,0.21262877381038664,0.29967123845925286,0.32439063136215585,0.4430628246861111,0.518505109865678,0.0819430440088446,0.17789583833341333,0.29748149570393123,0.3402759084145346,0.44052532040512643,0.2323322281281922,0.06019257908126529,250,250,250,250,223,250,0.0020664754736055,-0.0013168220199515136,0.07966125874439522,0.16586647857725167,0.21384868272223184,-0.09992623285391733,transformer.single_transformer_blocks.7,0.28026893734931946,0.19092825055122375,0.17455744743347168,0.24149958789348602,0.4207723140716553,0.13120630383491516,single
8,0.20971165902634192,0.2917797029913138,0.28088304670346886,0.44663494060400716,0.4573453955758675,0.056570599312767,0.17410185762972208,0.28892507080113283,0.31062833005328083,0.43879498871981953,0.19374383191647765,0.049708443335093354,250,250,250,250,223,250,0.0056500203864845,-0.011347572566446385,0.04711818324864081,0.1721966305911179,0.14330689115129674,-0.11164426208914568,transformer.single_transformer_blocks.8,0.20160937309265137,0.14887523651123047,0.16287770867347717,0.3435928225517273,0.2833695411682129,0.08630715310573578,single
9,0.24173763267633006,0.2833558191486959,0.229562444414842,0.43851669418250855,0.3916400281897435,0.05576157459962259,0.19484202947247156,0.2714466471463543,0.2724197187154994,0.4325648730379686,0.15758046643696866,0.042002976047616755,250,250,250,250,223,250,0.029480087867869088,-0.013994465483380037,0.01952771594096938,0.16680486085550486,0.0824077353067572,-0.09947139777752789,transformer.single_transformer_blocks.9,0.20305222272872925,0.28771042823791504,0.04534982144832611,0.40863367915153503,0.32302325963974,0.03976309299468994,single
10,0.22926927451621806,0.2938257242254904,0.2369633108523155,0.4317141971945598,0.38811024967953855,0.05838415315610138,0.18544693515096242,0.29040887054192865,0.2658109729755676,0.4268992463879422,0.15569649566286337,0.05489329429270868,250,250,250,250,223,250,0.007964033323554798,0.0028399357400432867,0.025927626908198165,0.16337159886779395,0.07691102079266224,-0.09166710819350832,transformer.single_transformer_blocks.10,0.1500614881515503,0.1807347983121872,0.04519937187433243,0.253793329000473,0.3351570665836334,0.08494458347558975,single
11,0.24282821198091342,0.2790876303540992,0.23529999045337718,0.4372450176433681,0.3615993199385051,0.012639843448720647,0.20639139826237218,0.2808471175538808,0.2590563049008784,0.43982335717371474,0.15529611129386914,0.03672519560312965,250,250,250,250,223,250,0.017212538958489267,-0.009110540788482502,0.023033149508340078,0.17179803250059444,0.06860774471968838,-0.1207923802769372,transformer.single_transformer_blocks.11,0.14520953595638275,0.23332494497299194,0.13134600222110748,0.36612775921821594,0.24431581795215607,0.16981595754623413,single
12,0.20059550452305655,0.2687110579438542,0.2093683055872973,0.435556822912256,0.37218092422234667,0.03041471833977315,0.18339019824317188,0.2594026784428551,0.23196774348389573,0.44277790044640714,0.19166183319770763,0.04176566025056401,250,250,250,250,223,250,-0.0069097879696510935,-0.025816627442335018,0.004210629245932784,0.16910582975898414,0.09269999713022688,-0.11600064216842335,transformer.single_transformer_blocks.12,0.12342531979084015,0.2652256488800049,0.03344196453690529,0.26358020305633545,0.323411226272583,0.08983971178531647,single
13,0.17493456529871518,0.26485624220422554,0.12092491709107234,0.42100422676245375,0.37420860420231244,-0.03406608112869328,0.18742994287908604,0.2500413766620265,0.1357411798588777,0.4276280900494408,0.20805703204806342,-0.004543176690827052,250,250,250,250,223,250,-0.02672098955951805,-0.023418824681049367,-0.055771141919814714,0.15466961377802568,0.09914700878029119,-0.1626136615227896,transformer.single_transformer_blocks.13,0.09416748583316803,0.10396835952997208,0.006082545965909958,0.0524250790476799,0.2594760060310364,0.09942832589149475,single
