site,onset_strength_max_toward_source_mean,onset_strength_max_frac_moved_toward,onset_strength_max_n,spectral_centroid_mean_hz_toward_source_mean,spectral_centroid_mean_hz_frac_moved_toward,spectral_centroid_mean_hz_n,decay_time_to_minus_20db_ms_toward_source_mean,decay_time_to_minus_20db_ms_frac_moved_toward,decay_time_to_minus_20db_ms_n,high_to_low_db_toward_source_mean,high_to_low_db_frac_moved_toward,high_to_low_db_n,tail_energy_fraction_500ms_toward_source_mean,tail_energy_fraction_500ms_frac_moved_toward,tail_energy_fraction_500ms_n
transformer.single_transformer_blocks.14,0.9915081386346353,1.0,40,0.9694500224516531,1.0,40,0.8938325752445276,0.975,40,0.9579668773949482,1.0,40,1.067485842346746,0.9473684210526315,38
transformer.single_transformer_blocks.15,0.9885221522474421,1.0,40,0.967960481940553,1.0,40,0.4745544660019263,0.95,40,0.9659804340869567,1.0,40,1.0849890042690162,0.9473684210526315,38
transformer.single_transformer_blocks.8,0.9581178481431138,1.0,40,0.974575022155334,1.0,40,0.8960989777271611,0.925,40,0.9344086811003656,1.0,40,1.0089288183674823,0.8947368421052632,38
transformer.transformer_blocks.3,0.8619210258295759,1.0,40,0.9084319615086734,1.0,40,0.7731623193780581,0.9,40,0.8284111690964748,1.0,40,0.635463678597536,0.7894736842105263,38
transformer.transformer_blocks.4,0.8836490270867774,1.0,40,0.9025753205419635,1.0,40,0.9308062687825981,0.9,40,0.8476333980844577,1.0,40,0.785000020185854,0.8157894736842105,38
