status,error,pair_id,site,site_slug,stack,block,output_index,direction,source_label,target_label,source_prompt,target_prompt,seed,duration,steps,guidance_scale,alpha,sample_rate,source_activation_calls,patch_calls,suffix_tokens,source_baseline_centroid_mean_hz,target_baseline_centroid_mean_hz,patched_centroid_mean_hz,patched_centroid_median_hz,target_delta_centroid_hz,signed_brightness_effect_hz,source_shift_fraction,elapsed_seconds,wav_path,distance_target_to_source_hz,distance_patched_to_source_hz,closer_to_source,toward_source,overshot_source
ok,,19,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,bright_to_dark,bright,dark,a bright clean jazz saxophone phrase,a dark smoky jazz saxophone phrase,119,3.0,25,4.5,1.0,44100,25,25,,1626.734375,1724.774658203125,1656.0010986328125,1633.68994140625,-68.7735595703125,-68.7735595703125,0.7014826694025744,0.868,/outputs/brightness-centroid-movement-v1/19/bright-to-dark/19-bright-to-dark-transformer-blocks-1.wav,98.040283203125,29.2667236328125,True,True,False
ok,,19,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,dark_to_bright,dark,bright,a dark smoky jazz saxophone phrase,a bright clean jazz saxophone phrase,119,3.0,25,4.5,1.0,44100,25,25,,1724.774658203125,1626.734375,1674.1353759765625,1651.1290283203125,47.4010009765625,-47.4010009765625,0.48348494545201,0.87,/outputs/brightness-centroid-movement-v1/19/dark-to-bright/19-dark-to-bright-transformer-blocks-1.wav,98.040283203125,50.6392822265625,True,True,False
ok,,20,transformer.single_transformer_blocks.17,single_transformer_blocks-17,single,17,0,bright_to_dark,bright,dark,a bright airy choir voicing,a dark heavy choir voicing,120,3.0,25,4.5,1.0,44100,25,25,645,1307.371337890625,1456.322265625,1310.61328125,1267.11962890625,-145.708984375,-145.708984375,0.978234822644701,0.862,/outputs/brightness-centroid-movement-v1/20/bright-to-dark/20-bright-to-dark-single-transformer-blocks-17.wav,148.950927734375,3.241943359375,True,True,False
ok,,20,transformer.single_transformer_blocks.17,single_transformer_blocks-17,single,17,0,dark_to_bright,dark,bright,a dark heavy choir voicing,a bright airy choir voicing,120,3.0,25,4.5,1.0,44100,25,25,645,1456.322265625,1307.371337890625,1452.1685791015625,1431.542724609375,144.7972412109375,-144.7972412109375,0.9721137250595391,0.861,/outputs/brightness-centroid-movement-v1/20/dark-to-bright/20-dark-to-bright-single-transformer-blocks-17.wav,148.950927734375,4.1536865234375,True,True,False
ok,,20,transformer.single_transformer_blocks.14,single_transformer_blocks-14,single,14,0,bright_to_dark,bright,dark,a bright airy choir voicing,a dark heavy choir voicing,120,3.0,25,4.5,1.0,44100,25,25,645,1307.371337890625,1456.322265625,1382.5960693359375,1340.665283203125,-73.7261962890625,-73.7261962890625,0.49496970183723077,0.856,/outputs/brightness-centroid-movement-v1/20/bright-to-dark/20-bright-to-dark-single-transformer-blocks-14.wav,148.950927734375,75.2247314453125,True,True,False
ok,,20,transformer.single_transformer_blocks.14,single_transformer_blocks-14,single,14,0,dark_to_bright,dark,bright,a dark heavy choir voicing,a bright airy choir voicing,120,3.0,25,4.5,1.0,44100,25,25,645,1456.322265625,1307.371337890625,1452.792236328125,1439.9942626953125,145.4208984375,-145.4208984375,0.976300722992675,0.856,/outputs/brightness-centroid-movement-v1/20/dark-to-bright/20-dark-to-bright-single-transformer-blocks-14.wav,148.950927734375,3.530029296875,True,True,False
ok,,20,transformer.single_transformer_blocks.13,single_transformer_blocks-13,single,13,0,bright_to_dark,bright,dark,a bright airy choir voicing,a dark heavy choir voicing,120,3.0,25,4.5,1.0,44100,25,25,645,1307.371337890625,1456.322265625,1390.037109375,1349.0523681640625,-66.28515625,-66.28515625,0.4450133829861515,0.849,/outputs/brightness-centroid-movement-v1/20/bright-to-dark/20-bright-to-dark-single-transformer-blocks-13.wav,148.950927734375,82.665771484375,True,True,False
ok,,20,transformer.single_transformer_blocks.13,single_transformer_blocks-13,single,13,0,dark_to_bright,dark,bright,a dark heavy choir voicing,a bright airy choir voicing,120,3.0,25,4.5,1.0,44100,25,25,645,1456.322265625,1307.371337890625,1446.860595703125,1434.0430908203125,139.4892578125,-139.4892578125,0.9364779389709607,0.857,/outputs/brightness-centroid-movement-v1/20/dark-to-bright/20-dark-to-bright-single-transformer-blocks-13.wav,148.950927734375,9.461669921875,True,True,False
ok,,20,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,bright_to_dark,bright,dark,a bright airy choir voicing,a dark heavy choir voicing,120,3.0,25,4.5,1.0,44100,25,25,,1307.371337890625,1456.322265625,1393.871826171875,1377.8634033203125,-62.450439453125,-62.450439453125,0.4192685497366838,0.857,/outputs/brightness-centroid-movement-v1/20/bright-to-dark/20-bright-to-dark-transformer-blocks-1.wav,148.950927734375,86.50048828125,True,True,False
ok,,20,transformer.transformer_blocks.1,transformer_blocks-1,dual,1,1,dark_to_bright,dark,bright,a dark heavy choir voicing,a bright airy choir voicing,120,3.0,25,4.5,1.0,44100,25,25,,1456.322265625,1307.371337890625,1378.55908203125,1368.3067626953125,71.187744140625,-71.187744140625,0.47792749748812907,0.86,/outputs/brightness-centroid-movement-v1/20/dark-to-bright/20-dark-to-bright-transformer-blocks-1.wav,148.950927734375,77.76318359375,True,True,False
