site,stack,block,r2_am_depth,cv_pearson_am_depth,cv_spearman_am_depth,stability_cos_am_depth,n_am_depth,r2_am_rate,cv_pearson_am_rate,cv_spearman_am_rate,stability_cos_am_rate,n_am_rate,r2_attack,cv_pearson_attack,cv_spearman_attack,stability_cos_attack,n_attack,r2_bandwidth,cv_pearson_bandwidth,cv_spearman_bandwidth,stability_cos_bandwidth,n_bandwidth,r2_brightness,cv_pearson_brightness,cv_spearman_brightness,stability_cos_brightness,n_brightness,r2_contrast,cv_pearson_contrast,cv_spearman_contrast,stability_cos_contrast,n_contrast,r2_crest,cv_pearson_crest,cv_spearman_crest,stability_cos_crest,n_crest,r2_decay,cv_pearson_decay,cv_spearman_decay,stability_cos_decay,n_decay,r2_density,cv_pearson_density,cv_spearman_density,stability_cos_density,n_density,r2_f0,cv_pearson_f0,cv_spearman_f0,stability_cos_f0,n_f0,r2_flatness,cv_pearson_flatness,cv_spearman_flatness,stability_cos_flatness,n_flatness,r2_hnr,cv_pearson_hnr,cv_spearman_hnr,stability_cos_hnr,n_hnr,r2_loudness,cv_pearson_loudness,cv_spearman_loudness,stability_cos_loudness,n_loudness,r2_rolloff,cv_pearson_rolloff,cv_spearman_rolloff,stability_cos_rolloff,n_rolloff,r2_tail,cv_pearson_tail,cv_spearman_tail,stability_cos_tail,n_tail,r2_tilt,cv_pearson_tilt,cv_spearman_tilt,stability_cos_tilt,n_tilt,r2_voiced,cv_pearson_voiced,cv_spearman_voiced,stability_cos_voiced,n_voiced,r2_zcr,cv_pearson_zcr,cv_spearman_zcr,stability_cos_zcr,n_zcr
transformer.transformer_blocks.0,dual,0,-1.1196938829264689,0.6561275167598375,0.6202924206787308,0.0019406918436288834,250,-1.410491753286918,0.1999909152468766,0.18079508472135555,0.07328194379806519,250,-0.6138398097164611,0.3857071799767518,0.4097026832429319,0.162419855594635,250,0.881532331383594,0.9623358257495187,0.9265288724619593,0.3962916433811188,250,0.891682877022348,0.9559312333314426,0.9702356837709402,0.34965425729751587,250,0.851513354274721,0.9347937413189418,0.935746555944895,0.18554773926734924,250,0.44118227547141425,0.7817904687219384,0.7446566505064081,0.10904208570718765,250,-0.8169891446130156,0.15283402941196325,0.18217758063729383,0.06947123259305954,248,-0.13523479372099972,0.4595262286295118,0.4864662794604713,0.2592546343803406,250,-0.4876159710028741,0.3273846631496723,0.32742644193215475,0.0676644891500473,243,-0.4311712038107952,0.7114670650326264,0.6728920462727404,0.1380041539669037,250,0.4329523725093097,0.7509101283404768,0.7733065809052945,0.21780253946781158,250,0.7967823073833887,0.9108556859346929,0.9113660058560936,0.19997714459896088,250,0.8831308445073806,0.9502357608306885,0.9537172754764077,0.3611636757850647,250,-0.992332612872875,0.10805447967209235,0.07939135026160418,0.04620383307337761,250,0.2955546365994966,0.733482021424268,0.7489644314309029,0.13625966012477875,250,0.40684388234668567,0.7499658478879481,0.750687851005616,0.15691399574279785,250,0.7392408975308591,0.9149302578667463,0.9020169922718763,0.23215685784816742,250
transformer.transformer_blocks.1,dual,1,-1.5933722060000595,0.6696133702678577,0.5894167906686507,0.1200634017586708,250,-2.2576084850506875,0.25000425435694285,0.22536360581769307,0.02511637844145298,250,-0.9435751951311842,0.3604267038527466,0.38541275860413765,0.1994098722934723,250,0.8896182448899502,0.9616463055745734,0.934402534440551,0.2842998802661896,250,0.8456244331827071,0.9383227812889497,0.9556065857053713,0.10044815391302109,250,0.865481177454685,0.9433069973554471,0.9455033840541449,0.13583709299564362,250,0.3861898291237112,0.7880559799313241,0.7691754428070849,0.02453705109655857,250,-1.5105519561199001,0.12614830003163405,0.12775143934756916,0.045268259942531586,248,-0.36086729079641106,0.4357741918797548,0.432785292564681,0.10595135390758514,250,-1.5433875241576422,0.19887173739137945,0.18212343671856837,0.06169493868947029,243,-0.8047555583884751,0.6319298070034021,0.6299087025392406,0.18174196779727936,250,0.38985057593956474,0.7597590771973874,0.7655957375318004,0.11106303334236145,250,0.6734363217867397,0.8662518494889393,0.8693012048192771,0.16516132652759552,250,0.866286627197657,0.9442167428566307,0.9502865645850331,0.26908165216445923,250,-1.4175185439125912,0.19945023862530692,0.202175778812461,0.006986331194639206,250,0.49591884155454247,0.793492381115818,0.8048657418518697,0.11592161655426025,250,0.43095973360163004,0.7672095241268545,0.7782610281764508,0.15757553279399872,250,0.6657075573276303,0.8906180363167163,0.881547160754572,0.08443047106266022,250
transformer.transformer_blocks.2,dual,2,-1.3832506680719854,0.665350776231054,0.5824993039888638,0.09682194888591766,250,-1.6522839989034606,0.2164902065174035,0.1916985551768828,0.055445246398448944,250,-0.7942119450501514,0.3976159041541513,0.4384409350549608,0.14813661575317383,250,0.9064208691560791,0.9660184762616885,0.9404283588537417,0.32838815450668335,250,0.8666922038516418,0.950410739069169,0.965535448567177,0.1500692069530487,250,0.8677952753388978,0.9432899304578521,0.9430488167810684,0.20112749934196472,250,0.39978956778051955,0.791325773900766,0.7900484807756923,0.055121228098869324,250,-1.839774274212911,0.1254158141639845,0.13520032854416228,0.07167601585388184,248,-0.11309845267245625,0.4907823181311241,0.5022105313685019,0.10495112836360931,250,-1.199585135787383,0.2352819087353181,0.20879100660521424,0.009297123178839684,243,-0.4957017261962717,0.6684801432896098,0.6395964095425526,0.08739600330591202,250,0.4491828001178102,0.7722446017394977,0.7651441463063409,0.2038474678993225,250,0.6395583533294371,0.8592760803586453,0.8571689147026351,0.1291540116071701,250,0.8946122473311167,0.9563086259433471,0.9609803676858829,0.2853171229362488,250,-1.4396598618104697,0.1250634992087463,0.12871463543416695,0.05142568051815033,250,0.4064537181031388,0.7685675459160967,0.7767718523496375,0.153608500957489,250,0.43585411508306426,0.7623574317096081,0.7610560168962702,0.15513092279434204,250,0.7407313633983772,0.9131587664637425,0.9117699803196849,0.0914386510848999,250
transformer.transformer_blocks.3,dual,3,-1.8368833889999898,0.6850919628631686,0.619082033312533,0.1827366054058075,250,-1.7602710265675126,0.2253157415791379,0.20147995967935484,0.13101425766944885,250,-1.3654841194836658,0.37075804047951016,0.40258090529448465,0.07187988609075546,250,0.9464281932074385,0.9802217839446131,0.9612476359621751,0.5267349481582642,250,0.9081995654221696,0.9652777186954723,0.9765879134066144,0.4125805199146271,250,0.8839848429426563,0.9499739813584304,0.9454066145058321,0.326499342918396,250,0.38054713201339635,0.7853837370855505,0.775937791004656,0.15630418062210083,250,-1.8165767287948937,0.12560630438884957,0.14324084899084386,0.0033504338935017586,248,-0.3027830037565196,0.45301224557140907,0.4386982191715067,0.09703511744737625,250,-1.4824036544358188,0.26938761940633243,0.28233402078409525,0.05075158178806305,243,-0.2968237900680827,0.6766563069728251,0.6315368885902173,0.14723420143127441,250,0.4464679956115701,0.7813785474504958,0.7898365093841502,0.14399966597557068,250,0.6184071248855212,0.85340100299147,0.8575321845149523,0.22222532331943512,250,0.9436847051030828,0.9754194381780038,0.9766931310900975,0.4888632595539093,250,-2.0753724507806433,0.08975408119145228,0.10063533816541063,0.06311947107315063,250,0.5724436920496573,0.8281734499888062,0.8369832477319636,0.267741322517395,250,0.532938304977977,0.8156908748077721,0.8144213507416118,0.1435518115758896,250,0.7499462413464852,0.9197278639072004,0.9060767052272836,0.2557350993156433,250
transformer.transformer_blocks.4,dual,4,-1.1140501961210738,0.7232638259894629,0.6621252820045119,0.20608210563659668,250,-2.490947392931651,0.18459248869343445,0.1639164786636586,0.10792376846075058,250,-0.8652837453888245,0.43266155036148685,0.4604053184850957,0.12057449668645859,250,0.9550813393722188,0.9844570010762995,0.9716326981231699,0.5739534497261047,250,0.9447784736222891,0.978611401979768,0.9846666346661546,0.5227987170219421,250,0.8847779567473649,0.9497127195291706,0.9532073153170451,0.3703380227088928,250,0.46354814471650396,0.797450671154915,0.7952817165074639,0.1547648310661316,250,-1.2986272292008323,0.1450376400919986,0.20197677217948456,0.08992737531661987,248,-0.14238860075160334,0.4953830858453423,0.5038118369893918,0.11953885853290558,250,-1.6540664007199304,0.2876657716279319,0.29519486971051795,0.07261261343955994,243,-0.41976440961308503,0.6746355214843913,0.6805798492775884,0.12305723130702972,250,0.5187072184236431,0.8061861797465709,0.8199986559784955,0.1769872009754181,250,0.6681428004783967,0.8601343282934474,0.8501032016512264,0.24756953120231628,250,0.9529040305960127,0.9808224277435887,0.9822043872701962,0.5412389039993286,250,-1.6514609320427964,0.13915176040868726,0.12225104401670424,0.010165181010961533,250,0.4984013351077123,0.793836577700661,0.8104115585849373,0.19808155298233032,250,0.5674597384592024,0.8308650630560224,0.8326547304756876,0.10829167068004608,250,0.8486255045771045,0.9479116199632097,0.9416878990063839,0.3776818513870239,250
transformer.transformer_blocks.5,dual,5,-1.2406269884958365,0.7026086662554415,0.6372309316949071,0.19657590985298157,250,-3.09735992271931,0.2085187181098887,0.2042762924206787,0.02694682776927948,250,-0.7814266026518467,0.49227102031948855,0.5288774540392646,0.13026535511016846,250,0.9454605381611014,0.9807164741710952,0.9637121873949983,0.5571398735046387,250,0.9420702288584218,0.9776248395530246,0.9850690731051696,0.5541819930076599,250,0.8849576839715769,0.950313094204492,0.9551534584553352,0.3902432918548584,250,0.5287729446318993,0.8243777662015614,0.8237957087313396,0.1480311155319214,250,-1.2191771826091338,0.1348840029962199,0.16951651453666305,0.07454155385494232,248,-0.06896174220440947,0.5138767780789473,0.5131961791388662,0.13062390685081482,250,-1.169305717129426,0.3427383634241807,0.35215710675223844,0.08081527054309845,243,-0.4536971931283597,0.6900688075359286,0.6588919502712043,0.11848613619804382,250,0.40752685792191945,0.7721435598143489,0.7844343109489751,0.15726608037948608,250,0.6960135526113633,0.8654801515009771,0.863906686506984,0.291260302066803,250,0.9428929554701199,0.9780063526757177,0.9785494167906685,0.5337491035461426,250,-1.853617462029352,0.08956523875309397,0.11575289204627273,0.04449561610817909,250,0.4077203807290628,0.7689698385629185,0.782262372197955,0.12131296843290329,250,0.6583893596890336,0.8643621240904236,0.8685255124081984,0.13705867528915405,250,0.8640953320563514,0.9534790838777079,0.9524216387462199,0.42843273282051086,250
transformer.single_transformer_blocks.0,single,0,-0.9541849378155393,0.6981525553580931,0.6373346133538136,0.2137140929698944,250,-2.215760651893087,0.1464309317010215,0.1485339605433687,0.05282875895500183,250,-0.7125499531625249,0.4762435625066365,0.5147875006000096,0.15993374586105347,250,0.945675627139171,0.9805265495800115,0.962828205251284,0.5814638137817383,250,0.9345026647678875,0.9752414143252994,0.9810953775260404,0.5826332569122314,250,0.8869520822283192,0.9522349399575741,0.9532303556856909,0.40029120445251465,250,0.4741052627662322,0.8050636611507223,0.7956242499879997,0.20483309030532837,250,-1.0218179491723274,0.13995369374358277,0.152023268731187,0.08391416072845459,248,-0.02021171541090707,0.5084001717916693,0.5058294052704844,0.1295062005519867,250,-0.9150884190778988,0.3289069377965296,0.3262020770714263,0.10570449382066727,243,-0.21759941065048488,0.7158598918977687,0.6716532424518792,0.14731162786483765,250,0.4159412743597707,0.7726144722672077,0.7917918686698987,0.192795068025589,250,0.6706130215297379,0.8591329083422008,0.8550445927134834,0.29535579681396484,250,0.9413056680635599,0.9769575491263239,0.9759519992319876,0.55528724193573,250,-1.709640106267616,0.05029190365002614,0.10172745163922622,0.03881441056728363,250,0.47310605239283116,0.7913320052068692,0.8065891614265827,0.16614806652069092,250,0.6740571027701711,0.8677321036353277,0.8678834541352661,0.13600170612335205,250,0.8153173765679226,0.9438912956799262,0.9305624729995681,0.4587467312812805,250
transformer.single_transformer_blocks.1,single,1,-0.7793695966312366,0.7116946028228631,0.6596891470263523,0.19774466753005981,250,-2.319354899370454,0.15118511288894823,0.14998012768204289,0.03408404067158699,250,-0.8620664047434211,0.4462291728721845,0.46970825133202126,0.10314105451107025,250,0.9459510259314511,0.9801310821512274,0.9611708347333556,0.5905389785766602,250,0.9395089487007521,0.9772384422908255,0.9803673018768299,0.5809231400489807,250,0.8815115612956198,0.9494651030630079,0.9507527480439685,0.3642066717147827,250,0.43147497750415054,0.8029491181056377,0.7957847645562329,0.2087496519088745,250,-1.323297585707986,0.09558446345231127,0.10622455867613066,0.07357797026634216,248,-0.06378399125483117,0.4951736279231206,0.5099874237987807,0.10290825366973877,250,-1.1856206852859992,0.29831206553325723,0.3175311652708573,0.11059777438640594,243,-0.12740313472384587,0.7344427040948233,0.6799016944271107,0.16469115018844604,250,0.4456840829221682,0.7860982119800173,0.8014427110833772,0.16884511709213257,250,0.6726356009753263,0.8599401379564825,0.8510079201267219,0.27669811248779297,250,0.9449660306192922,0.9778090073131455,0.9766048096769547,0.5602743625640869,250,-1.401941531214431,0.08084086926721178,0.10015225843613498,0.026598390191793442,250,0.44896998203948535,0.7797016195592225,0.7990833773340373,0.15237173438072205,250,0.6741055896133675,0.8722405221408189,0.8793022608361734,0.14687713980674744,250,0.7905917838338057,0.9448678544237914,0.928004224067585,0.47156059741973877,250
transformer.single_transformer_blocks.2,single,2,-0.9263859904565269,0.7013399691444917,0.6500075841213458,0.22348733246326447,250,-1.8005054729906977,0.16539997251602442,0.15627168434694955,0.03489334136247635,250,-0.9950204535087774,0.45341664074252913,0.4763769020304324,0.08576034009456635,250,0.9525578656789427,0.9826607177766228,0.9669002064033024,0.5915923714637756,250,0.9364520424798691,0.9771532513127209,0.9814133346133537,0.603927493095398,250,0.8725973045747427,0.945214479228221,0.9486146018336293,0.3870198726654053,250,0.37389931921070546,0.7854446392976508,0.7823076849229588,0.2344657927751541,250,-1.0086875087982137,0.14435323169739192,0.15492635292377555,0.1104481965303421,248,-0.08481115248768652,0.4961981503563028,0.518988527816445,0.12385567277669907,250,-0.9061091523552868,0.29972233164361495,0.2918989531011389,0.06301293522119522,243,-0.1685774337011312,0.7271126111716949,0.6438680938895022,0.14804315567016602,250,0.4819198673918425,0.7947338163818795,0.8001816349061585,0.19232754409313202,250,0.6895583694650284,0.8623858410455169,0.8640057600921613,0.3148386478424072,250,0.9472784675343566,0.9788388360952546,0.979070897134354,0.5704337358474731,250,-1.244376397050324,0.12218101249240265,0.15232333317333074,0.006640223786234856,250,0.4811884893491002,0.797040993934224,0.8161708827341236,0.17811515927314758,250,0.7003022172995896,0.8811373577157193,0.8876236739787836,0.15641388297080994,250,0.8322658428260222,0.9519957910080136,0.9367050352805644,0.4882030189037323,250
transformer.single_transformer_blocks.3,single,3,-1.3388317151722826,0.6747481902749753,0.6113811740987856,0.18897581100463867,250,-1.3929309567553847,0.21558488531843711,0.1649410070561129,0.042156461626291275,250,-1.1297013719137419,0.3969188731381965,0.437176018816301,0.08734849840402603,250,0.960108480319388,0.9861813095732463,0.9700767052272835,0.6194412708282471,250,0.9422760002054125,0.9778740297868125,0.9812482119713913,0.6130058169364929,250,0.8833581867203456,0.9502321985191857,0.9498633898142369,0.3956977427005768,250,0.4673757978103885,0.8101363755789711,0.8084508232131714,0.26597437262535095,250,-0.7571348147385654,0.18117995576558735,0.1983081863827256,0.10169705003499985,248,-0.13057917845161163,0.4941546353690073,0.5200652810444966,0.13209445774555206,250,-0.945929804466773,0.30697708181886263,0.2930112517792597,0.054683100432157516,243,-0.2614476130326115,0.7036951019204172,0.6768142850285604,0.11077705025672913,250,0.549973803644534,0.8100829881948138,0.8254576873229971,0.2021501362323761,250,0.694546108589701,0.8719481590859595,0.8701083857341716,0.3457227945327759,250,0.9552306879490826,0.9816281992245377,0.9818833581337301,0.5907432436943054,250,-1.0117322106041269,0.15750551779754488,0.1941323861181779,0.02074328064918518,250,0.4910189839592327,0.7969547100853815,0.810113569817117,0.1534304916858673,250,0.7125155527697726,0.8827185799147683,0.8863602937647002,0.19335144758224487,250,0.8405659670932637,0.9513685062843827,0.9331260980175682,0.5190331339836121,250
