status,error,pair_id,site,stack,block,direction,window_start,window_end,alpha,patched_onset_strength_max,target_baseline_onset_strength_max,source_baseline_onset_strength_max,patched_spectral_centroid_mean_hz,target_baseline_spectral_centroid_mean_hz,source_baseline_spectral_centroid_mean_hz,patched_decay_time_to_minus_20db_ms,target_baseline_decay_time_to_minus_20db_ms,source_baseline_decay_time_to_minus_20db_ms,patched_high_to_low_db,target_baseline_high_to_low_db,source_baseline_high_to_low_db,patched_tail_energy_fraction_500ms,target_baseline_tail_energy_fraction_500ms,source_baseline_tail_energy_fraction_500ms
ok,,02,transformer.transformer_blocks.3,dual,3,sustained_to_percussive,0,12,1.0,2.3583428859710693,1.0807329416275024,7.752856254577637,2847.39306640625,1200.6055908203125,3824.651611328125,330.8843537414966,3465.578231292517,249.61451247165533,-23.90770259526046,-39.29767578366653,-8.921022415879246,0.1551345139313886,0.8077477903348771,0.5805149457893479
ok,,02,transformer.transformer_blocks.3,dual,3,sustained_to_percussive,0,25,1.0,4.397239685058594,1.0807329416275024,7.752856254577637,3248.530517578125,1200.6055908203125,3824.651611328125,98.68480725623583,3465.578231292517,249.61451247165533,-26.9327494572915,-39.29767578366653,-8.921022415879246,0.8999452226936671,0.8077477903348771,0.5805149457893479
ok,,02,transformer.transformer_blocks.3,dual,3,sustained_to_percussive,0,38,1.0,5.183520317077637,1.0807329416275024,7.752856254577637,3363.81982421875,1200.6055908203125,3824.651611328125,104.48979591836735,3465.578231292517,249.61451247165533,-13.311923103136326,-39.29767578366653,-8.921022415879246,0.7521198832907668,0.8077477903348771,0.5805149457893479
ok,,02,transformer.transformer_blocks.3,dual,3,sustained_to_percussive,0,50,1.0,5.12518310546875,1.0807329416275024,7.752856254577637,3342.09033203125,1200.6055908203125,3824.651611328125,191.56462585034015,3465.578231292517,249.61451247165533,-12.292213170588182,-39.29767578366653,-8.921022415879246,0.6318270615458759,0.8077477903348771,0.5805149457893479
ok,,02,transformer.transformer_blocks.3,dual,3,sustained_to_percussive,12,50,1.0,5.534751892089844,1.0807329416275024,7.752856254577637,2221.843505859375,1200.6055908203125,3824.651611328125,197.36961451247166,3465.578231292517,249.61451247165533,-11.252638246959147,-39.29767578366653,-8.921022415879246,0.6643171619564217,0.8077477903348771,0.5805149457893479
ok,,02,transformer.transformer_blocks.3,dual,3,sustained_to_percussive,25,50,1.0,4.021000862121582,1.0807329416275024,7.752856254577637,1025.0146484375,1200.6055908203125,3824.651611328125,406.3492063492063,3465.578231292517,249.61451247165533,-13.65373102877487,-39.29767578366653,-8.921022415879246,0.4221027190754064,0.8077477903348771,0.5805149457893479
ok,,02,transformer.transformer_blocks.3,dual,3,sustained_to_percussive,38,50,1.0,2.2574288845062256,1.0807329416275024,7.752856254577637,1067.8734130859375,1200.6055908203125,3824.651611328125,934.6031746031747,3465.578231292517,249.61451247165533,-26.130889443089096,-39.29767578366653,-8.921022415879246,0.6279092625858657,0.8077477903348771,0.5805149457893479
ok,,02,transformer.transformer_blocks.3,dual,3,percussive_to_sustained,0,12,1.0,1.2504119873046875,7.752856254577637,1.0807329416275024,961.5140991210938,3824.651611328125,1200.6055908203125,3459.7732426303855,249.61451247165533,3465.578231292517,-27.765484221966915,-8.921022415879246,-39.29767578366653,0.8332868986848684,0.5805149457893479,0.8077477903348771
ok,,02,transformer.transformer_blocks.3,dual,3,percussive_to_sustained,0,25,1.0,0.8333278298377991,7.752856254577637,1.0807329416275024,1165.1680908203125,3824.651611328125,1200.6055908203125,957.8231292517006,249.61451247165533,3465.578231292517,-34.68588737346544,-8.921022415879246,-39.29767578366653,0.8491607010238991,0.5805149457893479,0.8077477903348771
ok,,02,transformer.transformer_blocks.3,dual,3,percussive_to_sustained,0,38,1.0,1.0752880573272705,7.752856254577637,1.0807329416275024,1171.52587890625,3824.651611328125,1200.6055908203125,3465.578231292517,249.61451247165533,3465.578231292517,-34.93596753442822,-8.921022415879246,-39.29767578366653,0.8330107123225227,0.5805149457893479,0.8077477903348771
ok,,02,transformer.transformer_blocks.3,dual,3,percussive_to_sustained,0,50,1.0,1.2372161149978638,7.752856254577637,1.0807329416275024,1189.306884765625,3824.651611328125,1200.6055908203125,3465.578231292517,249.61451247165533,3465.578231292517,-35.11082263167602,-8.921022415879246,-39.29767578366653,0.8349540339592618,0.5805149457893479,0.8077477903348771
