status,pair_id,job_id,axis,factor_metric,site,stack,block,scale,audio_suffix_tokens,spectral_centroid_mean_hz,rms_dbfs,high_to_low_db,crest_factor_db,spectral_flatness_mean,onset_strength_max
ok,corpus-000,corpus-000-single-sample-000-seed-30000,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.0,,1537.63623046875,-16.2329396000681,-33.820618773073406,8.187919472168844,9.308465814683586e-05,3.505504846572876
ok,corpus-000,corpus-000-single-sample-000-seed-30000,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.5,,1540.9542236328125,-16.353271901446345,-33.60808959448071,8.17656191622274,9.226839756593108e-05,3.5213661193847656
ok,corpus-000,corpus-000-single-sample-000-seed-30000,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,1.0,,1540.39990234375,-16.277369187106213,-33.562279556666944,8.144102769545393,9.056020644493401e-05,3.549692153930664
ok,corpus-000,corpus-000-single-sample-000-seed-30000,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,2.0,,1530.1280517578125,-16.1425172370976,-33.78981524061739,8.08070654936951,8.827394776744768e-05,3.578117847442627
ok,corpus-000,corpus-000-single-sample-000-seed-30000,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,4.0,,1501.00341796875,-15.944655450268044,-34.39814633126045,8.090328566313875,8.455690112896264e-05,3.4990956783294678
ok,corpus-050,corpus-050-single-sample-000-seed-30050,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.0,,5274.005859375,-13.837677748823104,14.680389923834936,6.986647574806578,0.000344618660164997,1.295137643814087
ok,corpus-050,corpus-050-single-sample-000-seed-30050,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.5,,5261.4951171875,-13.907749484163208,14.535569755673787,6.953250327639698,0.00034904934000223875,1.2764331102371216
ok,corpus-050,corpus-050-single-sample-000-seed-30050,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,1.0,,5244.99951171875,-13.88822058618469,14.350127839343113,6.903986891881533,0.0003605963720474392,1.2471225261688232
ok,corpus-050,corpus-050-single-sample-000-seed-30050,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,2.0,,5225.63427734375,-13.48847914475725,14.125215425425768,6.818661354797636,0.00039406580617651343,1.1845897436141968
ok,corpus-050,corpus-050-single-sample-000-seed-30050,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,4.0,,5209.28662109375,-12.238372296466867,13.834093447319237,6.9284665678372415,0.000484380463603884,1.2623199224472046
ok,corpus-100,corpus-100-single-sample-000-seed-30100,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.0,,3765.694580078125,-13.406891883158112,-3.316011835941251,9.934773178752481,0.0004715817922260612,1.9339953660964966
ok,corpus-100,corpus-100-single-sample-000-seed-30100,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.5,,3826.63525390625,-13.292312204068153,-3.2782524696569935,9.875373304517312,0.00046552708954550326,2.29726505279541
ok,corpus-100,corpus-100-single-sample-000-seed-30100,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,1.0,,3859.68701171875,-13.197737231615472,-3.092953704390828,9.822425958439506,0.0004441933415364474,2.360028028488159
ok,corpus-100,corpus-100-single-sample-000-seed-30100,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,2.0,,3890.76416015625,-13.149407571681895,-2.599653358350386,9.953273898756196,0.000477995170513168,2.3313798904418945
ok,corpus-100,corpus-100-single-sample-000-seed-30100,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,4.0,,3972.3857421875,-12.892727365653949,-2.156490380695779,9.909980235410359,0.0004917743499390781,2.352949619293213
ok,corpus-149,corpus-149-single-sample-000-seed-30149,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.0,,1847.0262451171875,-24.631730742123676,-33.42920618610686,10.897861029687974,0.00042257492896169424,0.787203311920166
ok,corpus-149,corpus-149-single-sample-000-seed-30149,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.5,,1856.7071533203125,-24.42285885681744,-33.39296188661666,10.730121949291023,0.0004081597435288131,0.7916213274002075
ok,corpus-149,corpus-149-single-sample-000-seed-30149,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,1.0,,1864.9217529296875,-24.125581584027213,-33.580391374587826,10.08299127678082,0.0003846200997941196,0.7889585494995117
ok,corpus-149,corpus-149-single-sample-000-seed-30149,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,2.0,,1878.786376953125,-22.854438083620387,-32.891223406691516,9.248182971567816,0.0003713459591381252,0.8133277893066406
ok,corpus-149,corpus-149-single-sample-000-seed-30149,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,4.0,,1842.5101318359375,-23.120598470648016,-35.089994176549986,9.28649132463404,0.00034991366555914283,0.9446934461593628
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.0,,2941.719482421875,-22.189925233073392,-11.586608219812229,10.858905875347425,8.050050382735208e-05,3.166949987411499
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.5,,2977.66796875,-22.31897110470561,-11.39119497619933,10.79154495044687,8.237813744926825e-05,3.154934883117676
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,1.0,,3012.728271484375,-22.473931806841666,-11.193371714285867,10.75650096790373,8.403825631830841e-05,3.1429989337921143
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,2.0,,3079.06689453125,-22.8868997341328,-10.802319684454416,10.726853952507046,8.700139005668461e-05,3.1180331707000732
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,4.0,,3164.66357421875,-24.503265308151427,-10.216164873630984,11.122663122150344,9.092126128962263e-05,3.081090211868286
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.0,,2760.216796875,-40.3584772363064,-0.7144126124631672,13.030262264048364,0.00020916333596687764,4.399779319763184
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.5,,2752.2685546875,-40.22623112831199,-1.0649737179917775,12.459137996919075,0.00020666306954808533,4.292237758636475
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,1.0,,2724.74267578125,-40.317581773678484,-1.236168667847082,13.312666450150697,0.00021346821449697018,4.187065124511719
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,2.0,,2631.5546875,-39.921858401182945,-2.0947096407847186,12.974729211979874,0.00018250364519190043,4.220595359802246
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,4.0,,2581.92724609375,-40.92712350413458,-3.914578714017215,11.99592756377734,0.000184016433195211,4.016881942749023
