status,pair_id,job_id,axis,factor_metric,site,stack,block,scale,audio_suffix_tokens,patched_spectral_centroid_mean_hz,target_baseline_spectral_centroid_mean_hz,source_baseline_spectral_centroid_mean_hz,population_gap_spectral_centroid_mean_hz,patched_rms_dbfs,target_baseline_rms_dbfs,source_baseline_rms_dbfs,population_gap_rms_dbfs,patched_high_to_low_db,target_baseline_high_to_low_db,source_baseline_high_to_low_db,population_gap_high_to_low_db,patched_crest_factor_db,target_baseline_crest_factor_db,source_baseline_crest_factor_db,population_gap_crest_factor_db,patched_spectral_flatness_mean,target_baseline_spectral_flatness_mean,source_baseline_spectral_flatness_mean,population_gap_spectral_flatness_mean,patched_onset_strength_max,target_baseline_onset_strength_max,source_baseline_onset_strength_max,population_gap_onset_strength_max
ok,corpus-000,corpus-000-single-sample-000-seed-30000,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.5,,1540.9542236328125,1537.63623046875,3765.4396362304688,2227.8034057617188,-16.353271901446345,-16.2329396000681,-3.333724378663071,12.89921522140503,-33.60808959448071,-33.820618773073406,-6.819681788057537,27.00093698501587,8.17656191622274,8.187919472168844,11.742189262818258,3.554269790649414,9.226839756593108e-05,9.308465814683586e-05,0.0005641023963107727,0.0004710177381639369,3.5213661193847656,3.505504846572876,8.371014446020126,4.86550959944725
ok,corpus-000,corpus-000-single-sample-000-seed-30000,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,1.0,,1540.39990234375,1537.63623046875,3765.4396362304688,2227.8034057617188,-16.277369187106213,-16.2329396000681,-3.333724378663071,12.89921522140503,-33.562279556666944,-33.820618773073406,-6.819681788057537,27.00093698501587,8.144102769545393,8.187919472168844,11.742189262818258,3.554269790649414,9.056020644493401e-05,9.308465814683586e-05,0.0005641023963107727,0.0004710177381639369,3.549692153930664,3.505504846572876,8.371014446020126,4.86550959944725
ok,corpus-000,corpus-000-single-sample-000-seed-30000,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,2.0,,1530.1280517578125,1537.63623046875,3765.4396362304688,2227.8034057617188,-16.1425172370976,-16.2329396000681,-3.333724378663071,12.89921522140503,-33.78981524061739,-33.820618773073406,-6.819681788057537,27.00093698501587,8.08070654936951,8.187919472168844,11.742189262818258,3.554269790649414,8.827394776744768e-05,9.308465814683586e-05,0.0005641023963107727,0.0004710177381639369,3.578117847442627,3.505504846572876,8.371014446020126,4.86550959944725
ok,corpus-000,corpus-000-single-sample-000-seed-30000,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,4.0,,1501.00341796875,1537.63623046875,3765.4396362304688,2227.8034057617188,-15.944655450268044,-16.2329396000681,-3.333724378663071,12.89921522140503,-34.39814633126045,-33.820618773073406,-6.819681788057537,27.00093698501587,8.090328566313875,8.187919472168844,11.742189262818258,3.554269790649414,8.455690112896264e-05,9.308465814683586e-05,0.0005641023963107727,0.0004710177381639369,3.4990956783294678,3.505504846572876,8.371014446020126,4.86550959944725
ok,corpus-050,corpus-050-single-sample-000-seed-30050,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.5,,5261.4951171875,5274.005859375,7501.809265136719,2227.8034057617188,-13.907749484163208,-13.837677748823104,-0.9384625274180749,12.89921522140503,14.535569755673787,14.680389923834936,41.68132690885081,27.00093698501587,6.953250327639698,6.986647574806578,10.540917365455993,3.554269790649414,0.00034904934000223875,0.000344618660164997,0.0008156363983289339,0.0004710177381639369,1.2764331102371216,1.295137643814087,6.160647243261337,4.86550959944725
ok,corpus-050,corpus-050-single-sample-000-seed-30050,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,1.0,,5244.99951171875,5274.005859375,7501.809265136719,2227.8034057617188,-13.88822058618469,-13.837677748823104,-0.9384625274180749,12.89921522140503,14.350127839343113,14.680389923834936,41.68132690885081,27.00093698501587,6.903986891881533,6.986647574806578,10.540917365455993,3.554269790649414,0.0003605963720474392,0.000344618660164997,0.0008156363983289339,0.0004710177381639369,1.2471225261688232,1.295137643814087,6.160647243261337,4.86550959944725
ok,corpus-050,corpus-050-single-sample-000-seed-30050,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,2.0,,5225.63427734375,5274.005859375,7501.809265136719,2227.8034057617188,-13.48847914475725,-13.837677748823104,-0.9384625274180749,12.89921522140503,14.125215425425768,14.680389923834936,41.68132690885081,27.00093698501587,6.818661354797636,6.986647574806578,10.540917365455993,3.554269790649414,0.00039406580617651343,0.000344618660164997,0.0008156363983289339,0.0004710177381639369,1.1845897436141968,1.295137643814087,6.160647243261337,4.86550959944725
ok,corpus-050,corpus-050-single-sample-000-seed-30050,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,4.0,,5209.28662109375,5274.005859375,7501.809265136719,2227.8034057617188,-12.238372296466867,-13.837677748823104,-0.9384625274180749,12.89921522140503,13.834093447319237,14.680389923834936,41.68132690885081,27.00093698501587,6.9284665678372415,6.986647574806578,10.540917365455993,3.554269790649414,0.000484380463603884,0.000344618660164997,0.0008156363983289339,0.0004710177381639369,1.2623199224472046,1.295137643814087,6.160647243261337,4.86550959944725
ok,corpus-100,corpus-100-single-sample-000-seed-30100,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,0.5,,3826.63525390625,3765.694580078125,5993.497985839844,2227.8034057617188,-13.292312204068153,-13.406891883158112,-0.5076766617530826,12.89921522140503,-3.2782524696569935,-3.316011835941251,23.68492514907462,27.00093698501587,9.875373304517312,9.934773178752481,13.489042969401895,3.554269790649414,0.00046552708954550326,0.0004715817922260612,0.0009425995303899981,0.0004710177381639369,2.29726505279541,1.9339953660964966,6.799504965543747,4.86550959944725
ok,corpus-100,corpus-100-single-sample-000-seed-30100,loudness,rms_dbfs,transformer.transformer_blocks.1,dual,1,1.0,,3859.68701171875,3765.694580078125,5993.497985839844,2227.8034057617188,-13.197737231615472,-13.406891883158112,-0.5076766617530826,12.89921522140503,-3.092953704390828,-3.316011835941251,23.68492514907462,27.00093698501587,9.822425958439506,9.934773178752481,13.489042969401895,3.554269790649414,0.0004441933415364474,0.0004715817922260612,0.0009425995303899981,0.0004710177381639369,2.360028028488159,1.9339953660964966,6.799504965543747,4.86550959944725
