status,pair_id,site,stack,block,scale,patched_onset_strength_max,target_baseline_onset_strength_max,source_baseline_onset_strength_max,patched_spectral_centroid_mean_hz,target_baseline_spectral_centroid_mean_hz,source_baseline_spectral_centroid_mean_hz,patched_decay_time_to_minus_20db_ms,target_baseline_decay_time_to_minus_20db_ms,source_baseline_decay_time_to_minus_20db_ms,patched_high_to_low_db,target_baseline_high_to_low_db,source_baseline_high_to_low_db,patched_tail_energy_fraction_500ms,target_baseline_tail_energy_fraction_500ms,source_baseline_tail_energy_fraction_500ms,patched_direct_to_late_db,target_baseline_direct_to_late_db,source_baseline_direct_to_late_db,patched_reverb_proxy_score,target_baseline_reverb_proxy_score,source_baseline_reverb_proxy_score,patched_late_energy_fraction_300ms,target_baseline_late_energy_fraction_300ms,source_baseline_late_energy_fraction_300ms,patched_late_energy_fraction_700ms,target_baseline_late_energy_fraction_700ms,source_baseline_late_energy_fraction_700ms
ok,03,transformer.single_transformer_blocks.3,single,3,4.0,1.9139872789382935,3.348205804824829,5.652236276865006,3803.001220703125,1680.0316162109375,2039.570297241211,2333.6054421768704,1230.657596371882,890.7755102040815,1.292556626468805,-15.992129697512926,-10.9362118109987,0.8760389497478699,0.5123665344246793,0.30406188591700545,-13.778783900157094,-7.974611663510046,-3.269264118804209,0.9041147305475629,0.6433843325126524,0.4154856767189981,0.9330119951533619,0.7048749634813317,0.425173164811733,0.8195389759682926,0.36277673402731087,0.18407631979538608
ok,04,transformer.single_transformer_blocks.3,single,3,0.5,2.3414742946624756,3.426016330718994,5.730046802759171,1964.6815185546875,1969.89794921875,2329.4366302490234,3256.5986394557826,1845.9863945578231,1506.1043083900227,-19.30151540926098,-18.822430775870465,-13.766512889356239,0.6123826418754736,0.32535008376117536,0.11704543525350153,-4.754782811103099,-5.275438548971051,-0.5700910042652136,0.6688518069833546,0.5129606301192668,0.2850619743256126,0.7282747882218582,0.5045253542979016,0.22482355562830286,0.528990632105152,0.2632244532522444,0.08452403902031963
ok,04,transformer.single_transformer_blocks.3,single,3,1.0,2.806549310684204,3.426016330718994,5.730046802759171,2511.61083984375,1969.89794921875,2329.4366302490234,2977.9591836734694,1845.9863945578231,1506.1043083900227,-14.24423179762173,-18.822430775870465,-13.766512889356239,0.7496579693880359,0.32535008376117536,0.11704543525350153,-8.436877790287305,-5.275438548971051,-0.5700910042652136,0.8052243975183847,0.5129606301192668,0.2850619743256126,0.8676733363882285,0.5045253542979016,0.22482355562830286,0.6733554563977522,0.2632244532522444,0.08452403902031963
ok,04,transformer.single_transformer_blocks.3,single,3,2.0,1.4959149360656738,3.426016330718994,5.730046802759171,3589.455322265625,1969.89794921875,2329.4366302490234,2020.136054421769,1845.9863945578231,1506.1043083900227,-5.0490227985319045,-18.822430775870465,-13.766512889356239,0.8792234977820387,0.32535008376117536,0.11704543525350153,-11.342177953776599,-5.275438548971051,-0.5700910042652136,0.8909112285747588,0.5129606301192668,0.2850619743256126,0.9360332997840233,0.5045253542979016,0.22482355562830286,0.8050938691518319,0.2632244532522444,0.08452403902031963
ok,04,transformer.single_transformer_blocks.3,single,3,4.0,1.1123806238174438,3.426016330718994,5.730046802759171,3683.04638671875,1969.89794921875,2329.4366302490234,1967.891156462585,1845.9863945578231,1506.1043083900227,-2.621444834171667,-18.822430775870465,-13.766512889356239,0.8608878889640185,0.32535008376117536,0.11704543525350153,-12.827960974670267,-5.275438548971051,-0.5700910042652136,0.8895296109402598,0.5129606301192668,0.2850619743256126,0.9250852925805235,0.5045253542979016,0.22482355562830286,0.7930632485331015,0.2632244532522444,0.08452403902031963
ok,05,transformer.single_transformer_blocks.3,single,3,0.5,13.404077529907227,11.389593124389648,13.693623596429825,1481.47998046875,1183.2869873046875,1542.825668334961,307.6643990929705,406.3492063492063,66.46712018140585,-25.18907118408759,-30.33160532177306,-25.275687435258835,0.0,0.6668565355360423,0.45855188702836847,3.0151574846162226,-2.2725553111375945,2.432792233568243,0.12026136311487239,0.6565410976022515,0.4286424418085973,0.027699262360345596,0.6847892699995715,0.40508747132997275,0.0,0.6569207250817959,0.4782203108498711
ok,05,transformer.single_transformer_blocks.3,single,3,1.0,15.445448875427246,11.389593124389648,13.693623596429825,1983.0902099609375,1183.2869873046875,1542.825668334961,220.58956916099774,406.3492063492063,66.46712018140585,-21.740138402013656,-30.33160532177306,-25.275687435258835,0.0,0.6668565355360423,0.45855188702836847,6.214399059134328,-2.2725553111375945,2.432792233568243,0.06762654767027419,0.6565410976022515,0.4286424418085973,0.009923994554182965,0.6847892699995715,0.40508747132997275,0.0,0.6569207250817959,0.4782203108498711
ok,05,transformer.single_transformer_blocks.3,single,3,2.0,15.913724899291992,11.389593124389648,13.693623596429825,2643.10986328125,1183.2869873046875,1542.825668334961,145.12471655328798,406.3492063492063,66.46712018140585,-16.974223401312095,-30.33160532177306,-25.275687435258835,0.0,0.6668565355360423,0.45855188702836847,9.648277403923545,-2.2725553111375945,2.432792233568243,0.03347601289269347,0.6565410976022515,0.4286424418085973,0.002600357969437879,0.6847892699995715,0.40508747132997275,0.0,0.6569207250817959,0.4782203108498711
ok,05,transformer.single_transformer_blocks.3,single,3,4.0,6.182000637054443,11.389593124389648,13.693623596429825,3298.195068359375,1183.2869873046875,1542.825668334961,191.56462585034015,406.3492063492063,66.46712018140585,-8.502007394426267,-30.33160532177306,-25.275687435258835,0.0,0.6668565355360423,0.45855188702836847,7.66941306182365,-2.2725553111375945,2.432792233568243,0.05661241080798365,0.6565410976022515,0.4286424418085973,0.023790226111230786,0.6847892699995715,0.40508747132997275,0.0,0.6569207250817959,0.4782203108498711
ok,01,transformer.single_transformer_blocks.6,single,6,0.5,5.883317947387695,4.260855197906494,6.564885669946671,2374.716796875,2407.436279296875,2766.9749603271484,928.7981859410431,928.7981859410431,588.9160997732426,-14.418939341789013,-14.954365220773628,-9.898447334259401,0.9324683671133293,0.8762220613904942,0.6679174128828204,-10.078056985820648,-15.7263380047074,-11.020990460001563,0.9295758225464583,0.90450833785876,0.6766096820651057,0.9683071088331313,0.9214303181601712,0.6417285194905724,0.9098549356092598,0.8181502536921722,0.6394498394602475
