pair_id,spectral_centroid_mean_hz_positive,spectral_centroid_mean_hz_negative,spectral_centroid_mean_hz_difference,spectral_centroid_mean_hz_expected_direction,spectral_centroid_median_hz_positive,spectral_centroid_median_hz_negative,spectral_centroid_median_hz_difference,spectral_centroid_median_hz_expected_direction,rolloff_85_mean_hz_positive,rolloff_85_mean_hz_negative,rolloff_85_mean_hz_difference,rolloff_85_mean_hz_expected_direction,rolloff_95_mean_hz_positive,rolloff_95_mean_hz_negative,rolloff_95_mean_hz_difference,rolloff_95_mean_hz_expected_direction,high_to_low_db_positive,high_to_low_db_negative,high_to_low_db_difference,high_to_low_db_expected_direction,high_to_total_ratio_positive,high_to_total_ratio_negative,high_to_total_ratio_difference,high_to_total_ratio_expected_direction,onset_strength_max_positive,onset_strength_max_negative,onset_strength_max_difference,onset_strength_max_expected_direction,onset_strength_p95_positive,onset_strength_p95_negative,onset_strength_p95_difference,onset_strength_p95_expected_direction,onset_strength_mean_positive,onset_strength_mean_negative,onset_strength_mean_difference,onset_strength_mean_expected_direction,transient_energy_fraction_positive,transient_energy_fraction_negative,transient_energy_fraction_difference,transient_energy_fraction_expected_direction,transient_energy_per_onset_mean_positive,transient_energy_per_onset_mean_negative,transient_energy_per_onset_mean_difference,transient_energy_per_onset_mean_expected_direction,onset_count_positive,onset_count_negative,onset_count_difference,onset_count_expected_direction,onset_rate_per_second_positive,onset_rate_per_second_negative,onset_rate_per_second_difference,onset_rate_per_second_expected_direction,attack_time_ms_first_positive,attack_time_ms_first_negative,attack_time_ms_first_difference,attack_time_ms_first_expected_direction,attack_time_ms_median_positive,attack_time_ms_median_negative,attack_time_ms_median_difference,attack_time_ms_median_expected_direction,attack_time_ms_min_positive,attack_time_ms_min_negative,attack_time_ms_min_difference,attack_time_ms_min_expected_direction
11,2256.811767578125,1424.109375,832.702392578125,True,2263.866455078125,1427.5589599609375,836.3074951171875,True,3504.17578125,2627.134033203125,877.041748046875,True,3976.159912109375,3506.836181640625,469.32373046875,True,2.5244681160328315,-32.5085313173983,35.03299943343113,True,0.12122790783798905,0.0005311216280847701,0.12069678620990427,True,5.290519714355469,2.2527215480804443,3.0377981662750244,True,1.5764714479446411,0.6860021352767944,0.8904693126678467,True,0.5856672525405884,0.43628159165382385,0.14938566088676453,True,0.9853089755704015,0.8865294638819929,0.0987795116884086,True,92.68250374731265,1.3027719526241224,91.37973179468852,True,19.0,24.0,-5.0,False,6.333333333333333,8.0,-1.666666666666667,False,66.75736961451247,116.09977324263039,-49.34240362811792,True,5.804988662131519,30.476190476190474,-24.671201814058954,True,0.0,0.0,0.0,False
12,3707.2275390625,2903.155517578125,804.072021484375,True,3678.141845703125,2549.834716796875,1128.30712890625,True,6440.00732421875,5906.0830078125,533.92431640625,True,7664.7392578125,7417.814453125,246.9248046875,True,11.297807858265067,0.03782391947565827,11.259983938789409,True,0.8209628892647837,0.4671986176131233,0.35376427165166036,True,4.553638458251953,3.934523344039917,0.6191151142120361,True,2.6835997104644775,1.9328138828277588,0.7507858276367188,True,0.7832067608833313,0.682682991027832,0.10052376985549927,True,0.9945531140042809,0.9780954887039468,0.016457625300334122,True,1.7892519890197687,0.407827228307724,1.3814247607120447,True,28.0,29.0,-1.0,False,9.333333333333334,9.666666666666666,-0.33333333333333215,False,14.512471655328799,171.24716553287982,-156.73469387755102,True,30.476190476190474,37.73242630385488,-7.256235827664405,True,0.0,0.0,0.0,False
13,2576.02880859375,3291.25927734375,-715.23046875,False,2569.408935546875,3064.858642578125,-495.44970703125,False,4949.22802734375,5961.28857421875,-1012.060546875,False,6700.650390625,7535.3740234375,-834.7236328125,False,-7.402813959129477,-2.29923018511854,-5.1035837740109375,False,0.10844017910617251,0.2321463312045318,-0.12370615209835928,False,16.799060821533203,6.340677738189697,10.458383083343506,True,1.3989819288253784,1.8632395267486572,-0.4642575979232788,False,0.6711705327033997,0.6792771220207214,-0.008106589317321777,False,0.9097091083652696,0.9965201082745292,-0.08681099990925956,False,4.898816739519437,3.924739350875219,0.974077388644218,True,6.0,36.0,-30.0,False,2.0,12.0,-10.0,False,101.58730158730158,0.0,101.58730158730158,False,0.0,89.97732426303854,-89.97732426303854,True,0.0,0.0,0.0,False
14,3162.0908203125,2222.6875,939.4033203125,True,2515.934326171875,2233.74365234375,282.190673828125,True,6122.49658203125,4522.22216796875,1600.2744140625,True,8229.1748046875,6360.6083984375,1868.56640625,True,3.649858039266027,-13.652097868973376,17.301955908239403,True,0.39654058841982887,0.0341017998351695,0.3624387885846594,True,30.504545211791992,1.855181336402893,28.6493638753891,True,0.7886759042739868,0.7522623538970947,0.03641355037689209,True,0.4396708309650421,0.5275963544845581,-0.08792552351951599,False,0.963772222511271,0.9372957877518632,0.026476434759407863,True,52.759432792663574,0.12105188497475215,52.63838090768882,True,2.0,35.0,-33.0,False,0.6666666666666666,11.666666666666666,-11.0,False,0.0,182.85714285714286,-182.85714285714286,True,0.0,66.75736961451247,-66.75736961451247,True,0.0,0.0,0.0,False
15,2247.7529296875,1731.558349609375,516.194580078125,True,2219.45947265625,1737.22119140625,482.23828125,True,4399.25830078125,2983.055419921875,1416.202880859375,True,6475.0087890625,5390.201171875,1084.8076171875,True,-9.74752893882918,-24.852552686293205,15.105023747464024,True,0.0660956684252938,0.0030955454320810627,0.06300012299321274,True,1.4331557750701904,1.3686269521713257,0.06452882289886475,True,0.7949845790863037,0.6653508543968201,0.12963372468948364,True,0.4623083770275116,0.47411102056503296,-0.011802643537521362,False,0.903036423019981,0.9370944015612902,-0.03405797854130921,False,0.2735593491989012,0.47064659134484826,-0.19708724214594708,False,37.0,35.0,2.0,True,12.333333333333334,11.666666666666666,0.6666666666666679,True,0.0,29.024943310657598,-29.024943310657598,True,5.804988662131519,5.804988662131519,0.0,False,0.0,0.0,0.0,False
16,2759.83251953125,2333.412353515625,426.420166015625,True,2642.035400390625,2250.0302734375,392.005126953125,True,5170.5458984375,4883.630859375,286.9150390625,True,6707.71826171875,6622.58203125,85.13623046875,True,5.324658329281143,-5.921716207217878,11.246374536499022,True,0.5162238376390241,0.16243978023461483,0.3537840574044093,True,10.080192565917969,8.153008460998535,1.9271841049194336,True,2.86859130859375,3.625676155090332,-0.757084846496582,False,0.778579592704773,0.8799734711647034,-0.10139387845993042,False,0.9670576849764038,0.9904958269582417,-0.023438141981837912,False,2.06571454472012,0.44363774849396004,1.62207679622616,True,27.0,38.0,-11.0,False,9.0,12.666666666666666,-3.666666666666666,False,119.00226757369614,98.68480725623583,20.317460317460316,False,63.85487528344672,100.1360544217687,-36.28117913832199,True,0.0,0.0,0.0,False
17,2380.169921875,2072.278564453125,307.891357421875,True,2254.5458984375,1993.9219970703125,260.6239013671875,True,4609.9345703125,4341.22705078125,268.70751953125,True,6316.12890625,6304.40625,11.72265625,True,17.919248542996794,-14.093439672526483,32.012688215523276,True,0.2117193822665486,0.0007545069366276624,0.21096487532992095,True,2.822584867477417,4.0596699714660645,-1.2370851039886475,False,0.7306725382804871,0.6900056600570679,0.04066687822341919,True,0.5109723210334778,0.5019460916519165,0.00902622938156128,True,0.9565440969152147,0.9925491877984913,-0.036005090883276636,False,108.81397361142768,526.374499052763,-417.5605254413353,False,18.0,4.0,14.0,True,6.0,1.3333333333333333,4.666666666666667,True,81.26984126984127,89.97732426303854,-8.707482993197274,True,75.46485260770976,30.476190476190474,44.988662131519284,False,0.0,0.0,0.0,False
18,2464.807373046875,1114.412353515625,1350.39501953125,True,2436.695556640625,1074.094482421875,1362.60107421875,True,4433.51220703125,1786.9232177734375,2646.5889892578125,True,6660.24462890625,3364.0849609375,3296.15966796875,True,-12.957817116028526,-31.330286194461863,18.372469078433337,True,0.03647992082522813,0.000724154151384725,0.035755766673843406,True,2.8949294090270996,1.8618477582931519,1.0330816507339478,True,1.416846752166748,0.786404013633728,0.63044273853302,True,0.5354681611061096,0.47330421209335327,0.06216394901275635,True,0.8342218857044336,0.7563645011711086,0.07785738453332491,True,365.17574043273925,147.24669179049405,217.9290486422452,True,20.0,22.0,-2.0,False,6.666666666666667,7.333333333333333,-0.6666666666666661,False,296.05442176870747,281.5419501133787,14.512471655328795,False,17.414965986394556,33.378684807256235,-15.96371882086168,True,0.0,0.0,0.0,False
19,2009.2027587890625,1088.8563232421875,920.346435546875,True,1973.751953125,1051.3720703125,922.3798828125,True,3068.7724609375,1848.2803955078125,1220.4920654296875,True,5301.408203125,3411.80712890625,1889.60107421875,True,-22.768946043549615,-37.92129384109787,15.152347797548256,True,0.0034637481318111215,0.0001587676607225224,0.003304980471088599,True,3.9822468757629395,3.9154107570648193,0.06683611869812012,True,0.8990503549575806,0.5654234886169434,0.3336268663406372,True,0.4458831250667572,0.38751721382141113,0.05836591124534607,True,0.5047535263071802,0.32916568400021146,0.17558784230696872,True,13.867041043498936,13.566406071186066,0.30063497231287073,True,17.0,7.0,10.0,True,5.666666666666667,2.3333333333333335,3.3333333333333335,True,0.0,0.0,0.0,False,8.707482993197278,46.439909297052154,-37.73242630385488,True,0.0,0.0,0.0,False
20,2718.54541015625,2246.685546875,471.85986328125,True,2601.05517578125,2150.99853515625,450.056640625,True,4893.19189453125,4605.27880859375,287.9130859375,True,6401.09814453125,6390.4560546875,10.64208984375,True,-12.381675645446999,-9.495500047677544,-2.886175597769455,False,0.03499295633021339,0.07877152681978128,-0.04377857048956789,False,12.87142562866211,11.66247272491455,1.2089529037475586,True,1.9885777235031128,1.373608112335205,0.6149696111679077,True,0.6599123477935791,0.600333034992218,0.059579312801361084,True,0.9342941110123232,0.9189598037532597,0.015334307259063484,True,34.80956538537374,26.104548025131226,8.705017360242511,True,13.0,10.0,3.0,True,4.333333333333333,3.3333333333333335,0.9999999999999996,True,0.0,0.0,0.0,False,2.9024943310657596,81.26984126984127,-78.36734693877551,True,0.0,0.0,0.0,False
