status,pair_id,job_id,axis,factor_metric,site,stack,block,scale,audio_suffix_tokens,spectral_centroid_mean_hz,rms_dbfs,high_to_low_db,crest_factor_db,spectral_flatness_mean,onset_strength_max
ok,corpus-149,corpus-149-single-sample-000-seed-30149,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,5.0,,1831.1640625,-23.026824687633752,-32.831334927409905,11.102427755829487,0.0003886150079779327,0.8019062280654907
ok,corpus-149,corpus-149-single-sample-000-seed-30149,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,10.0,,1847.7301025390625,-22.595432575044416,-32.29765113554055,11.6098752613753,0.0004205280274618417,0.737327516078949
ok,corpus-149,corpus-149-single-sample-000-seed-30149,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,20.0,,2071.27490234375,-20.376244693555883,-27.48668938377363,11.237174632457666,0.0003991861885879189,1.7367744445800781
ok,corpus-149,corpus-149-single-sample-000-seed-30149,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,40.0,,2728.208984375,-32.8250804459785,-6.753533111081351,11.408608791857372,0.00037682297988794744,3.682917594909668
ok,corpus-149,corpus-149-single-sample-000-seed-30149,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,80.0,,1994.748291015625,-25.90642432960106,-13.42184494408288,6.521589533289987,1.5183573850663379e-05,3.0556883811950684
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,0.0,,2941.719482421875,-22.189925233073392,-11.586608219812229,10.858905875347425,8.050050382735208e-05,3.166949987411499
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,5.0,,2928.946533203125,-23.190929440206318,-11.22707600134656,10.677897905933747,8.517550304532051e-05,3.031106472015381
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,10.0,,2892.54296875,-24.39466907709274,-10.567593467508786,11.470319709887049,9.183194924844429e-05,3.0355679988861084
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,20.0,,2782.581298828125,-25.689327290204268,-9.675243394494311,11.584629974995462,9.290033631259575e-05,3.017911672592163
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,40.0,,2709.170166015625,-21.998382208954546,-10.292599080646237,12.271915279012049,0.00012080972373951226,1.741625428199768
ok,corpus-199,corpus-199-single-sample-000-seed-30199,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,80.0,,3165.650146484375,-17.4306205947634,-5.145438316577446,8.160938904812117,0.00019955181051045656,1.6627349853515625
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,0.0,,2760.216796875,-40.3584772363064,-0.7144126124631672,13.030262264048364,0.00020916333596687764,4.399779319763184
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,5.0,,2433.89208984375,-36.49243261988281,-3.243741972600236,13.294524377932678,0.00012070011143805459,4.906116485595703
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,10.0,,2587.023681640625,-38.96732208699746,0.06247782571811564,13.652893435776637,0.0002455721260048449,4.850614070892334
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,20.0,,2304.80810546875,-42.72070993322967,-7.157043116169235,12.886464441159003,0.0003299361269455403,5.027146339416504
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,40.0,,2104.980224609375,-44.95372275748805,-11.837119338993256,9.515216246467034,0.000391701003536582,2.851503372192383
ok,corpus-249,corpus-249-single-sample-000-seed-30249,loudness,rms_dbfs,transformer.transformer_blocks.2,dual,2,80.0,,1966.319091796875,-32.737189851138,-12.689134312852332,6.560122083596374,2.281182423757855e-05,2.1450915336608887
