status,pair_id,site,stack,block,scale,patched_onset_strength_max,target_baseline_onset_strength_max,source_baseline_onset_strength_max,patched_spectral_centroid_mean_hz,target_baseline_spectral_centroid_mean_hz,source_baseline_spectral_centroid_mean_hz,patched_decay_time_to_minus_20db_ms,target_baseline_decay_time_to_minus_20db_ms,source_baseline_decay_time_to_minus_20db_ms,patched_high_to_low_db,target_baseline_high_to_low_db,source_baseline_high_to_low_db,patched_tail_energy_fraction_500ms,target_baseline_tail_energy_fraction_500ms,source_baseline_tail_energy_fraction_500ms
ok,01,transformer.single_transformer_blocks.8,single,8,1.0,4.6842241287231445,3.917818307876587,14.811704051494598,3510.77392578125,1128.289794921875,2196.6572326660157,777.8684807256235,505.0340136054422,-862.0408163265306,-8.489469678876434,-30.85247434664129,-4.184423314378552,0.30387940173982936,0.4642366864855378,0.17361729442925639
ok,01,transformer.single_transformer_blocks.8,single,8,2.0,4.5158491134643555,3.917818307876587,14.811704051494598,3292.595703125,1128.289794921875,2196.6572326660157,63.85487528344672,505.0340136054422,-862.0408163265306,-11.791288220897139,-30.85247434664129,-4.184423314378552,0.0,0.4642366864855378,0.17361729442925639
ok,01,transformer.single_transformer_blocks.8,single,8,4.0,6.097391128540039,3.917818307876587,14.811704051494598,4228.77734375,1128.289794921875,2196.6572326660157,92.87981859410431,505.0340136054422,-862.0408163265306,-19.492700123427163,-30.85247434664129,-4.184423314378552,0.9706436471080749,0.4642366864855378,0.17361729442925639
ok,02,transformer.single_transformer_blocks.8,single,8,0.5,0.8719081282615662,1.080733060836792,11.974618804454803,1477.7177734375,1200.6055908203125,2268.973028564453,284.44444444444446,3465.578231292517,2098.5034013605446,-26.43726173852434,-39.2976757490789,-12.62962471681616,0.447934077089376,0.8077477903348771,0.5171283982785957
ok,02,transformer.single_transformer_blocks.8,single,8,1.0,1.6561989784240723,1.080733060836792,11.974618804454803,2508.101318359375,1200.6055908203125,2268.973028564453,1091.3378684807255,3465.578231292517,2098.5034013605446,-16.399325557920548,-39.2976757490789,-12.62962471681616,0.9260143766529705,0.8077477903348771,0.5171283982785957
ok,02,transformer.single_transformer_blocks.8,single,8,2.0,1.5905847549438477,1.080733060836792,11.974618804454803,2699.16015625,1200.6055908203125,2268.973028564453,2821.2244897959185,3465.578231292517,2098.5034013605446,-13.915147103818033,-39.2976757490789,-12.62962471681616,0.8166174185230667,0.8077477903348771,0.5171283982785957
ok,02,transformer.single_transformer_blocks.8,single,8,4.0,7.2156982421875,1.080733060836792,11.974618804454803,2953.84912109375,1200.6055908203125,2268.973028564453,34.82993197278911,3465.578231292517,2098.5034013605446,-13.084551017656405,-39.2976757490789,-12.62962471681616,0.4925276934737015,0.8077477903348771,0.5171283982785957
ok,03,transformer.single_transformer_blocks.8,single,8,0.5,1.2904459238052368,0.8137924671173096,11.70767821073532,1840.973876953125,1552.4002685546875,2620.767706298828,1097.142857142857,1097.142857142857,-269.93197278911566,-17.088766763929875,-22.926383946381165,3.7416670858815735,0.8709069556845055,0.6898415378218197,0.39922214576553827
ok,03,transformer.single_transformer_blocks.8,single,8,1.0,1.377871036529541,0.8137924671173096,11.70767821073532,2334.03857421875,1552.4002685546875,2620.767706298828,1184.2176870748299,1097.142857142857,-269.93197278911566,-13.075424477647513,-22.926383946381165,3.7416670858815735,0.8884265626275584,0.6898415378218197,0.39922214576553827
ok,03,transformer.single_transformer_blocks.8,single,8,2.0,1.4100210666656494,0.8137924671173096,11.70767821073532,2315.474853515625,1552.4002685546875,2620.767706298828,1102.9478458049887,1097.142857142857,-269.93197278911566,-14.499243507550945,-22.926383946381165,3.7416670858815735,0.8658309098310556,0.6898415378218197,0.39922214576553827
ok,03,transformer.single_transformer_blocks.8,single,8,4.0,4.315801620483398,0.8137924671173096,11.70767821073532,1865.1708984375,1552.4002685546875,2620.767706298828,81.26984126984127,1097.142857142857,-269.93197278911566,-30.49133537058545,-22.926383946381165,3.7416670858815735,0.9390725272625118,0.6898415378218197,0.39922214576553827
