site,spectral_centroid_mean_hz_toward_source_mean,spectral_centroid_mean_hz_toward_source_median,spectral_centroid_mean_hz_frac_moved_toward,spectral_centroid_mean_hz_n,rms_dbfs_toward_source_mean,rms_dbfs_toward_source_median,rms_dbfs_frac_moved_toward,rms_dbfs_n,high_to_low_db_toward_source_mean,high_to_low_db_toward_source_median,high_to_low_db_frac_moved_toward,high_to_low_db_n,crest_factor_db_toward_source_mean,crest_factor_db_toward_source_median,crest_factor_db_frac_moved_toward,crest_factor_db_n,spectral_flatness_mean_toward_source_mean,spectral_flatness_mean_toward_source_median,spectral_flatness_mean_frac_moved_toward,spectral_flatness_mean_n,onset_strength_max_toward_source_mean,onset_strength_max_toward_source_median,onset_strength_max_frac_moved_toward,onset_strength_max_n
transformer.transformer_blocks.3,0.9001876574860108,0.903103937616123,1.0,16,0.9495571553301115,0.9558619605241454,0.9375,16,0.9338950425793839,0.906709510511933,1.0,16,1.0203781636505775,0.9770844508785627,0.9375,16,0.6659580079119725,0.8884965250898333,0.875,16,0.900294668614525,0.9523890244693098,1.0,16
